AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code,TCAD ID,Council District,Kirwan Opportunity Index,Total Units,Total Affordable Units,Distance to High Freq. Transit,Unit Type,Housing Type,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Date Fee in Lieu Received,Fee in Lieu Status,Required Amount of Fee in Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,Funding,DDB,ERC,RNY,MDA,NBG,PUDDA,PUDDB,SMART,TOD,UNO,VMU,Location
357,3920,The Residences at The Domain,"EGP Management, L.L.C.","EGP Management, L.L.C.",11400 Domain Drive,78758,,7,Moderate,390,39,1/2 Mile,Multifamily,Rental,Project Complete,2007,2027,20,,None,,0,0,0,0,39,0,351,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,"11400 Domain Drive
(30.400651, -97.724982)"
2,3225,M Station,"Foundation Communities, Inc.","Foundation Communities, Inc.",2906 E Martin Luther King Jr Boulevard,78722,808621,1,Very High,150,140,>1/2 Mile,Multifamily,Rental,Project Complete,2009,2108,99,,None,,28,0,68,36,0,8,10,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2906 E Martin Luther King Jr Boulevard
(30.281914, -97.708032)"
127,3512,The Paddock at Norwood,"LDG Norwood, LP",LDG Norwood,1044 Norwood Park Boulevard,78753,546480,4,Moderate,228,228,1/4 Mile,Multifamily,Rental,Project Complete,2014,2019,5,,None,,0,0,0,228,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1044 Norwood Park Boulevard
(30.337094, -97.692445)"
196,3577,2401 Longview,"24th & Longview, LLC","24th & Longview, LLC",2401 Longview Street,78705,206209,9,Very Low,70,7,>1/2 Mile,Multifamily,Rental,Project Complete,2012,2027,15,01/07/2013 12:00:00 AM,Paid,$31401.00,0,0,0,0,0,7,63,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2401 Longview Street
(30.288362, -97.750436)"
305,3831,6500 Burnet Apartments,11th & Grand LLC,11th & Grand LLC,6500 Burnet Road,78757,233429,7,Very High,52,5,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,,0,0,0,5,0,0,47,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"6500 Burnet Road
(30.340943, -97.738843)"
46,3303,Marshall Apartments,"Marshall Affordable Partners, Ltd.","Marshall Affordable Partners, Ltd.",1401 E 12th Street,78702,,1,Very Low,100,100,>1/2 Mile,Multifamily,Rental,Project Complete,2011,2110,99,,None,,0,0,100,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1401 E 12th Street
(41.555187, -89.105497)"
133,3518,Thornton Flats,PSW Real Estate,PSW Real Estate,2501 Thornton Road,78704,,5,Low,105,11,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,11,0,0,94,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"2501 Thornton Road
(30.243483, -97.772992)"
49,3306,Allandale Condos,UCP Austin Housing II,Easter Seals of Central Texas,7685 Northcross Drive,78757,,7,Very Low,10,10,1/4 Mile,Multifamily,Rental,Project Complete,2007,2047,40,,None,,0,0,10,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"7685 Northcross Drive
(30.354128, -97.735961)"
130,3824,Cesar Chavez Foundation - Govalle Terrace (ThinkEast PUD),ThinkEast Austin MGT,ThinkEast Austin MGT,1141 Shady Lane,78721,192592,3,Very Low,97,78,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,10,,None,,4,0,31,43,0,0,19,Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,"1141 Shady Lane
(36.231356, -116.034993)"
72,3389,Lakeline Station,"Foundation Communities, Inc.","Foundation Communities, Inc.",13635 Rutledge Spur,78717,,6,Very High,128,128,>1/2 Mile,Multifamily,Rental,Project Complete,2014,2054,40,,None,,13,0,64,51,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"13635 Rutledge Spur
(30.476021, -97.781132)"
85,3793,The Chicon (aka 'Chicon Corridor'),Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,1301 Chicon Street,78702,,1,Very Low,13,10,>1/2 Mile,Multifamily,Ownership,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,0,0,10,3,A&D,No,No,No,No,No,No,No,Yes,No,No,Yes,"1301 Chicon Street
(30.275002, -97.720181)"
404,4408,Amli on 2nd,Amli Residential Properties,Amli Residential,421 W 3rd Street,78701,,9,Low,231,12,1/4 Mile,Multifamily,Rental,Project Complete,2007,2022,15,,None,$0.00,0,0,0,0,0,12,219,Development Incentives,No,No,No,No,No,No,No,No,No,No,No,"421 W 3rd Street
(33.543763, -105.579204)"
12,3239,1002 Wheeless Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1002 Wheeless Street,78702,782343,1,Low,1,1,>1/2 Mile,Duplex,Rental,Project Complete,2007,2027,20,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1002 Wheeless Street
(30.268005, -97.727546)"
163,3544,Azul 620,"Austin DMA Housing II, LLC",Austin DMA Housing II,11411 N Ranch Road 620,78726,,6,Very High,120,110,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,11,0,44,55,0,0,10,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"11411 N Ranch Road 620
(30.453624, -97.827715)"
216,3597,70 Rainey Street,"Fremont Holdings, LLC","Fremont Holdings, LLC",70 Rainey Street,78721,190785,9,Very High,167,8,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,1,,None,,0,0,0,0,0,8,159,Development Incentives,No,No,Yes,No,No,No,No,No,No,No,No,"70 Rainey Street
(30.258362, -97.738926)"
351,3899,Waters at Ft. Dessau,Atlantic Housing Foundation,Atlantic Housing Foundation,1621 Fish Lane,78754,503617,7,Low,240,192,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,8,0,184,0,0,48,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1621 Fish Lane
(30.405367, -97.638977)"
296,3795,Garden Terrace Phase III,"Foundation Communities, Inc.","Foundation Communities, Inc.",1015 W William Cannon Drive,78745,330133,5,Low,20,20,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,4,0,16,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1015 W William Cannon Drive
(30.199168, -97.793336)"
76,3395,4902 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,4902 West Wind Trail,78745,509856,5,Moderate,4,1,1/4 Mile,FourPlex,Rental,Project Complete,2015,2114,99,,None,,0,0,1,0,0,0,3,RHDA,No,No,No,No,No,No,No,No,No,No,No,"4902 West Wind Trail
(30.227426, -97.803051)"
39,3296,Carol's House,Accessible Housing Austin!,Accessible Housing Austin!,1805 Heatherglen Lane,78758,260300,7,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2009,2108,99,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1805 Heatherglen Lane
(30.395399, -97.701594)"
9,3232,Crossroads Apartments,Crossroads Mutual Housing Corporation,"Foundation Communities, Inc.",8801 McCann Drive,78757,249991,7,Very Low,14,14,1/4 Mile,Multifamily,Rental,Project Complete,2009,2108,99,,None,,14,0,0,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"8801 McCann Drive
(30.372639, -97.729765)"
52,3309,Oak Springs Villas,Oak Springs Villas,Volunteers of America - Texas,3001 Oak Springs Drive,78702,,3,Very Low,56,56,1/4 Mile,Multifamily,Rental,Project Complete,2003,2023,20,,None,,0,0,56,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"3001 Oak Springs Drive
(30.273009, -97.701313)"
162,3543,Merritt Cornerstone Apartments,DDC Merritt Cornerstone Ltd.,DDC Merritt Cornerstone LTD,4500 W Howard Lane,78728,,7,Moderate,200,104,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,13,0,50,41,0,0,96,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"4500 W Howard Lane
(30.443949, -97.708641)"
19,3255,5611 Teri Road,Green Doors,Community Partnerships for the Homeless,5611 Teri Road,78744,295372,2,Low,3,3,>1/2 Mile,Single Family,Rental,Project Complete,2007,2027,20,,None,,0,0,3,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"5611 Teri Road
(30.193001, -97.733699)"
12,3238,303 San Saba Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,303 San Saba Street,78702,189765,3,Low,1,1,1/4 Mile,Single Family,Rental,Project Complete,2005,2025,20,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"303 San Saba Street
(30.556915, -98.296383)"
11,3235,1216 Paul Theresa Saldana Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1216 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1216 Paul Theresa Saldana Street
(42.789363, -83.221737)"
159,3540,Monarch at Lakeline Station,Mgroup Holdings,Mgroup,9821 N Lake Creek Parkway,78717,,6,High,141,141,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,14,0,56,71,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"9821 N Lake Creek Parkway
(30.474224, -97.793408)"
302,3818,Studio East,Transwestern,Transwestern,1630 E 6th Street,78702,,3,Very Low,139,15,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,15,0,0,124,Development Incentives,No,No,No,No,No,No,No,No,Yes,No,No,"1630 E 6th Street
(35.623401, -95.947326)"
339,3883,2200 Nueces Street,Capstone Collegiate-Communities,Capstone Collegiate-Communities,2200 Nueces Street,78705,,9,Very High,439,44,1/4 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,Pending,,0,0,0,44,0,0,393,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2200 Nueces Street
(30.285392, -97.743916)"
254,3680,ADU,Austin Community Design and Development Center,Austin Community Design and Development Center,5413 Duval Street,78751,225352,9,High,1,1,1/4 Mile,ADU,Rental,Project Complete,2016,2021,5,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"5413 Duval Street
(30.318444, -97.717203)"
410,4434,Springdale Arts,Anmol Mehra,Anmol Mehra,"3524, 3528 and 3532 Gonzales St",78702,,3,Very Low,14,3,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,$0.00,0,0,0,0,3,0,11,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"3524, 3528 and 3532 Gonzales St
(30.257493, -97.701609)"
4,3227,LifeWorks Transitional Living Project,Lifeworks,Lifeworks,3710 S 2nd Street,78704,,3,Very Low,12,12,>1/2 Mile,Multifamily,Rental,Project Complete,2006,2026,20,,None,,0,0,12,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"3710 S 2nd Street
(30.229636, -97.770702)"
154,3536,KAPASI,Hanna & Mansoor Kapasi,"Mansoor Kapasi , Owner",3208 Merrie Lynn Avenue,78722,207481,9,Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2015,2020,5,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"3208 Merrie Lynn Avenue
(30.286227, -97.712256)"
234,3615,3110 S Congress,3110 S Congress LLC,3110 S Congress LLC,3114 S Congress Avenue,78704,,3,Very High,20,2,1/4 Mile,Multifamily,Ownership,Project Complete,2017,2057,40,,None,,0,0,0,0,0,1,18,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"3114 S Congress Avenue
(30.231309, -97.759192)"
33,3290,2110 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2110 Salina Street,78722,202239,1,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2009,2019,10,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2110 Salina Street
(30.282411, -97.722808)"
221,3602,Post South Lamar,"Post Properties, Inc.",Post Properties,1500 S Lamar Boulevard,78704,,5,High,298,30,1/4 Mile,Multifamily,Rental,Project Complete,2013,2053,40,,None,,0,0,0,0,0,30,268,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"1500 S Lamar Boulevard
(30.252147, -97.7643)"
12,3241,2320 Santa Rita Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,2320 Santa Rita Street,78702,189479,3,Low,1,1,1/2 Mile,Single Family,Rental,Project Complete,2005,2025,20,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2320 Santa Rita Street
(30.256944, -97.717309)"
347,3896,Overture Mueller Apartments,"Catellus Austin, LLC",Catellus Austin LLC,4818 Berkman Drive,78723,,9,Moderate,201,30,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,30,0,0,171,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,"4818 Berkman Drive
(30.301902, -97.700177)"
267,3732,2203 Salina Street Secondary Apartment,Blackland Community Development Corporation,Blackland Community Development Corporation,2203 Salina Street,78702,202213,1,Moderate,1,1,>1/2 Mile,ADU,Rental,Site Plan Approved / Project Underway,,,5,,None,,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"2203 Salina Street
(30.282922, -97.722923)"
125,3510,Parmer Place Apartments,"Pedcor Investments 2012-CXXX, LP","Pedcor Investments 2012-CXXX, LP",1500 Parmer Lane,78727,,7,Very Low,332,332,>1/2 Mile,Multifamily,Rental,Project Complete,2016,2021,5,,None,,0,0,0,332,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1500 Parmer Lane
(30.390155, -97.652209)"
309,3825,Austin Gardens,Interlocal Investment,Interlocal Investment,Hudson St and Harold Court,78721,,1,Very Low,34,4,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,4,30,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"Hudson St and Harold Court
(40.627763, -74.437412)"
190,3571,Galileo,"Udorn Thani Land Development, LLC","Udorn Thani Land Development, LLC",2501 San Gabriel Street,78705,,9,Moderate,47,5,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/20/2008 12:00:00 AM,Paid,$29390.00,0,0,0,0,0,5,42,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2501 San Gabriel Street
(30.289713, -97.74767)"
58,3319,SOL,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,5916 Lux Street,78721,772776,3,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2009,2049,40,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"5916 Lux Street
(30.258908, -97.684306)"
98,3484,Riverchase Apartments,,Riverchase Associates,2239 Cromwell Circle,78741,,3,Low,284,56,1/2 Mile,Multifamily,Rental,Project Complete,2002,2037,35,,None,,0,0,0,0,0,56,228,Development Incentives,No,No,No,No,No,No,No,No,No,No,No,"2239 Cromwell Circle
(30.22924, -97.719039)"
56,3315,110 Chicon Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,110 Chicon Street,78702,,3,Very Low,2,2,>1/2 Mile,Single Family,Rental,Project Complete,2003,2023,20,,None,,0,0,0,0,0,2,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"110 Chicon Street
(30.257846, -97.724317)"
182,3563,Quarters at Nueces House,Simmons Vedder & Company,Simmons Vedder & Company,2300 Nueces Street,78705,,9,Very High,232,23,1/4 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/05/2008 12:00:00 AM,Paid,$111106.00,0,0,0,0,0,23,209,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2300 Nueces Street
(30.286678, -97.74376)"
321,4185,Estancia Villas,SLF III Onion Creek LP,"Estancia Villas, LLC",Estancia Parkway and Camino Vaquero Parkway,,,5,High,312,31,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,0,0,0,31,0,0,281,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,"Estancia Parkway and Camino Vaquero Parkway
(30.124323, -97.806093)"
31,3285,2107 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2107 Salina Street,78722,,1,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2003,2023,20,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2107 Salina Street
(30.282013, -97.722726)"
205,3586,Villas on 26th,Villas on 26th Street LP,Villas on 26th Street LP,800 W 26th Street,78705,208064,9,Very High,182,18,1/2 Mile,Multifamily,Rental,Project Complete,2015,2030,15,12/11/2014 12:00:00 AM,Paid,$39422.00,0,0,0,18,0,0,164,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"800 W 26th Street
(36.122422, -80.261169)"
170,3551,Texan West Campus,American Campus Communities,"Cobalt Partners, Ltd.",2616 Salado Street,78705,,9,Very Low,62,6,1/2 Mile,Multifamily,Rental,Project Complete,2005,2020,15,06/19/2005 12:00:00 AM,Paid,$37824.00,0,0,0,0,0,6,56,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2616 Salado Street
(30.292421, -97.745246)"
229,3610,Post South Lamar 2,"Post S Lamar II, LLC","Post S Lamar II, LLC",1414 S Lamar Boulevard,78704,514853,5,High,350,35,1/4 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,35,0,0,315,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"1414 S Lamar Boulevard
(30.252537, -97.763921)"
66,3382,2112 E 8th Street,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,2112 E 8th Street,78702,193431,1,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2016,2115,99,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2112 E 8th Street
(31.342372, -109.527872)"
359,3930,ACDDC - Alley Flat,Lorri Haden,Austin Community Design and Development Center,1406 Ruth Avenue,78757,,7,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1406 Ruth Avenue
(41.143715, -81.463411)"
55,3311,1100 E 10th Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1100 E 10th Street,78702,,1,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2001,2021,20,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1100 E 10th Street
(36.450459, -77.646397)"
117,3502,AHA! at Briarcliff,Accessible Housing Austin!,Accessible Housing Austin!,1915 Briarcliff Blvd,78723,,1,Very Low,27,27,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,99,,None,,0,0,27,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1915 Briarcliff Blvd
(43.004779, -84.136747)"
174,3555,Quarters at Montgomery,"West Campus Partners III, LP",Simmons Vedder & Company,2700 Nueces Street,78705,823698,9,Very High,88,9,1/4 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/01/2006 12:00:00 AM,Paid,$40925.00,0,0,0,0,0,9,79,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2700 Nueces Street
(30.29203, -97.742784)"
20,3259,916 Neal Street,Green Doors,Community Partnerships for the Homeless,916 Neal Street,78702,748856,1,Very High,1,1,1/4 Mile,Single Family,Rental,Project Complete,2008,2048,40,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"916 Neal Street
(36.059178, -79.813218)"
165,3546,Enfield Gardens,Enfield Gardens LLC,Enfield Gardens LLC,2300 Enfield Road,78726,114291,10,High,36,4,>1/2 Mile,Multifamily,Ownership,Site Plan Approved / Project Underway,,,5,,None,,0,0,0,0,0,4,32,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"2300 Enfield Road
(30.287769, -97.767314)"
192,3573,904-908 W. 22 1/2 Street,"22 1/2 Street Partners, LP",22 1/2 Street Partners,904 W 22nd Street,78705,203522,9,Moderate,62,6,1/2 Mile,Multifamily,Rental,Project Complete,2009,2024,15,10/01/2009 12:00:00 AM,Paid,$26860.00,0,0,0,0,0,6,56,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"904 W 22nd Street
(34.763137, -96.69243)"
28,3272,Franklin Gardens,Chestnut Senior Housing,Chestnut Neighborhood Revitalization Corporation,3522 E Martin Luther King Jr Boulevard,78723,,1,Very Low,22,22,>1/2 Mile,Multifamily,Rental,Project Complete,2009,2059,50,,None,,0,0,22,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"3522 E Martin Luther King Jr Boulevard
(30.283608, -97.697109)"
119,3504,7th Street TOD,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,906 E 7th Street,78702,,1,Very Low,6,6,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,6,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"906 E 7th Street
(43.826064, -96.700473)"
85,3404,The Chicon (aka 'Chicon Corridor'),Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,1212 Chicon Street,78702,,1,Very Low,15,12,>1/2 Mile,Multifamily,Ownership,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,0,0,12,3,A&D,No,No,No,No,No,No,No,Yes,No,No,Yes,"1212 Chicon Street
(30.274451, -97.720064)"
55,3312,1112 E 10th Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1112 E 10th Street,78702,192939,1,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2001,2021,20,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1112 E 10th Street
(30.267914, -97.728368)"
199,3580,The Quarters at Bandera House,"West Campus Partners III, LP","West Campus Partners III, LP",2215 Rio Grande Street,78705,891242,9,Very Low,155,16,1/4 Mile,Multifamily,Rental,Project Complete,2014,2029,15,06/26/2012 12:00:00 AM,Paid,$60209.00,0,0,0,0,0,16,139,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2215 Rio Grande Street
(30.286406, -97.744825)"
303,4013,Saltillo Senior Apartments,Capital Metropolitan Transportation Authority,Endeavor Real Estate Group,2910 E 5th St,,,3,Very Low,90,90,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,11,0,57,22,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,Yes,No,No,"2910 E 5th St
(33.772615, -118.157601)"
160,3541,LaMadrid Apartments,LaMadrid Apartments LLC,LaMadrid Apartments LLC,11320 Manchaca Road,78748,,5,Moderate,95,83,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,9,0,34,40,0,0,12,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"11320 Manchaca Road
(30.155687, -97.833327)"
105,3492,Ivy Condos - Acq of 10 Units (2/5/13),"ESCT Austin Housing III, Inc.",Easter Seals of Central Texas,3204 Manchaca Road,78704,753856,5,High,10,10,1/4 Mile,Multifamily,Rental,Project Complete,2013,2112,99,,None,,0,0,10,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"3204 Manchaca Road
(30.240187, -97.782174)"
189,3570,Block on 23rd,CWS Apartment Homes LLC,CWS Apartment Homes,2222 Pearl Street,78705,203398,9,Moderate,99,10,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/20/2008 12:00:00 AM,Paid,$45940.00,0,0,0,0,0,10,89,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2222 Pearl Street
(31.6246, -94.65491)"
280,3745,Saltillo Studios,Austin Habitat for Humanity,Austin Habitat for Humanity,1409 E 4th Street,78702,,3,Very Low,30,21,>1/2 Mile,Multifamily,Ownership,Project Certified / Loan Executed,,,1,,None,,0,0,0,0,0,21,9,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1409 E 4th Street
(34.782753, -96.658316)"
186,3567,Block on 25th West,CWS Capital Partners LLC,CWS Capital Partners LLC,2501 Pearl Street,78705,,9,High,80,8,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/15/2008 12:00:00 AM,Paid,$38896.00,0,0,0,0,0,8,72,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2501 Pearl Street
(30.289605, -97.746625)"
264,3894,Nightingale at Goodnight Ranch,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,Nuckols Crossing Rd and Vertex,78744,,,Very Low,174,140,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,0,,None,,14,0,126,0,0,0,34,RHDA,No,No,No,No,No,Yes,No,Yes,No,No,No,"Nuckols Crossing Rd and Vertex
(30.157819, -97.752373)"
275,3756,The Aviary,"Equitable Green Group, Inc","Equitable Green Group, Inc",6019 Hudson Street,78721,,1,Very Low,12,12,>1/2 Mile,Duplex,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,12,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"6019 Hudson Street
(39.806349, -104.922969)"
100,3486,Blunn Creek Apartments,,Blunn Creek LTD,607 Woodward Street,78704,,3,Low,280,274,1/2 Mile,Multifamily,Rental,Project Complete,2001,2041,40,,None,,0,0,0,274,0,0,6,Development Incentives,No,No,No,No,No,No,No,No,No,No,No,"607 Woodward Street
(30.226119, -97.752803)"
30,3276,2503 E 9th Steet,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,2503 E 9th Steet,78702,193490,1,Very High,1,1,1/4 Mile,Single Family,Rental,Project Complete,2009,2108,99,,None,,1,0,0,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2503 E 9th Steet
(30.26494, -97.714346)"
347,3903,AMLI at Mueller II,"Catellus Austin, LLC",Catellus Austin LLC,2401 Aldrich Street,78723,,9,Moderate,318,48,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,48,0,0,270,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,"2401 Aldrich Street
(30.30235, -97.70238)"
175,3556,Texan Tower,2505 San Gabriel Ltd.,2505 San Gabriel Ltd.,2505 San Gabriel Street,78705,,9,High,74,7,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,03/09/2007 12:00:00 AM,Paid,$37964.00,0,0,0,0,0,7,67,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2505 San Gabriel Street
(30.290121, -97.747629)"
