AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code,TCAD ID,Council District,Kirwan Opportunity Index,Total Units,Total Affordable Units,Distance to High Freq. Transit,Unit Type,Housing Type,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Date Fee in Lieu Received,Fee in Lieu Status,Required Amount of Fee in Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,Funding,DDB,ERC,RNY,MDA,NBG,PUDDA,PUDDB,SMART,TOD,UNO,VMU,Location
206,3587,Texan 26th,"Texan Properties, LLC","Texan Properties, LLC",1009 W 26th Street,78705,206098,9,Very High,53,5,1/2 Mile,Multifamily,Rental,Project Complete,2015,2030,15,11/04/2014 12:00:00 AM,Paid,$36076.00,0,0,0,0,0,5,48,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"1009 W 26th Street
(30.290935, -97.748149)"
386,4016,TBD,"Tarr Whitman Group, LLC","Tarr Whitman Group, LLC",1010 W 26th Street,78705,,9,Very High,40,4,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,Pending,$0.00,0,0,0,4,0,0,36,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"1010 W 26th Street
(39.8037, -86.17843)"
347,4410,Mueller Apartments,"Catellus Austin, LLC",Catellus Austin LLC,Philomena and Tillery,,,9,Moderate,132,132,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,$0.00,13,0,66,53,0,0,0,RHDA,No,No,No,Yes,No,No,No,Yes,No,No,No,"Philomena and Tillery
(30.301212, -97.705794)"
187,3568,Block on 25th East,CWS Capital Partners LLC,CWS Capital Partners LLC,702 W 25th Street,78705,,9,High,87,9,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/15/2008 12:00:00 AM,Paid,$58345.00,0,0,0,0,0,9,78,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"702 W 25th Street
(37.52228, -77.46017)"
314,3836,Cielo - Plaza Saltillo,CC Third and Comal LP,CC Third and Comal LP,310 Comal Street,78702,,3,Very Low,17,1,1/4 Mile,Multifamily,Ownership,Project Certified / Loan Executed,,,99,,Pending,$93192.00,0,0,0,0,0,1,16,Development Incentives,No,No,No,No,No,No,No,No,Yes,No,No,"310 Comal Street
(30.260991, -97.727524)"
161,3542,Cardinal Point Apartments,"Foundation Communities, Inc.","Foundation Communities, Inc.",11015 Four Points Drive,78730,,6,High,120,120,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,12,0,60,48,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"11015 Four Points Drive
(30.400607, -97.846624)"
237,3618,Lamar at North Loop,"Madrone Ventures, LLC",Madrone Ventures LLC,5210 N Lamar  Boulevard,78756,,7,Low,209,21,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,,0,0,0,21,0,0,188,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"5210 N Lamar Boulevard
(30.320041, -97.730048)"
172,3553,Jefferson West Campus,"WCSH, L.P.",DMC & Sterling University Mgmnt,2704 Rio Grande Street,78705,208150,9,Very High,76,8,1/4 Mile,Multifamily,Rental,Project Complete,2010,2025,15,07/24/2006 12:00:00 AM,Paid,$57766.00,0,0,0,0,0,8,68,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2704 Rio Grande Street
(30.292928, -97.744196)"
70,3387,Capital Studios,"Foundation Communities, Inc.","Foundation Communities, Inc.",309 E 11th Street,78701,,1,High,135,135,1/4 Mile,Multifamily,Rental,Project Complete,2014,2054,40,,None,,27,27,81,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"309 E 11th Street
(47.925245, -122.078509)"
327,3862,GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1100 E Cesar Chavez Street,78702,191735,3,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1100 E Cesar Chavez Street
(30.260186, -97.733427)"
22,3262,Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,5809 Sweeney Circle,78723,217257,1,Very High,4,4,1/4 Mile,FourPlex,Rental,Project Complete,2009,2108,99,,None,,0,0,4,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"5809 Sweeney Circle
(30.30552, -97.679339)"
58,3320,SOL,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,5929 Lux Street,78721,772787,3,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2009,2049,40,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"5929 Lux Street
(30.258806, -97.684073)"
177,3558,Block on Pearl South,"Pearl Block, L.P. & Delaware Ltd. Partnership","Pearl Block, L.P. & Delware Ltd. Partnership",900 W 22nd Street,78705,,9,High,49,5,1/2 Mile,Multifamily,Rental,Project Complete,2008,2023,15,08/15/2008 12:00:00 AM,Paid,$22948.00,0,0,0,0,0,5,44,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"900 W 22nd Street
(44.960916, -93.290737)"
40,3297,Palms at North Lamar,"TMG - TX Austin I, L.P.",TMG - TX Austin I,8600 N Lamar Boulevard,78753,241872,4,Very Low,476,215,1/4 Mile,Multifamily,Rental,Project Complete,2010,2109,99,,None,,22,0,193,0,0,0,261,RHDA,No,No,No,No,No,No,No,No,No,No,No,"8600 N Lamar Boulevard
(30.35464, -97.703847)"
7,3230,Arbor Terrace,FC Austin One Housing Corporation,"Foundation Communities, Inc.",2501 S IH-35,78741,,3,Low,120,120,1/4 Mile,Multifamily,Rental,Project Complete,2011,2110,99,,None,,0,0,120,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2501 S IH-35
(30.23161, -97.741962)"
31,3283,1803 E 22nd Steet,Blackland Community Development Corporation,Blackland Community Development Corporation,1803 E 22nd Steet,78722,,1,Very High,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2003,2023,20,,None,,0,0,1,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1803 E 22nd Steet
(37.792907, -122.236568)"
319,3844,Heights on Parmer Phase Two,"Pedcor Investments-2016-CLVIII, LP","Pedcor Investments-2016-CLVIII, LP",1524 E Parmer Lane,78753,,7,Low,80,80,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,80,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1524 E Parmer Lane
(30.389131, -97.65149)"
188,3569,Block on Rio Grande,Block Rio Grande L.P.,Block Rio Grande L.P.,2819 Rio Grande Street,78705,208218,9,Very High,97,20,1/4 Mile,Multifamily,Rental,Project Complete,2008,2023,15,,None,,0,0,0,0,10,10,67,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2819 Rio Grande Street
(30.295104, -97.743974)"
225,3606,Camden Lamar Heights,Camden Property Trust,Camden Property Trust,5400 N Lamar Boulevard,78756,,7,Very High,314,31,1/4 Mile,Multifamily,Rental,Project Complete,2015,2055,40,,None,,0,0,0,0,0,31,283,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"5400 N Lamar Boulevard
(30.321902, -97.728874)"
223,3604,The 704,The 704 (formerly Residences at the Spoke LLC),Residences at the Spoke LLC,3101 S Lamar Boulevard,78704,,5,Moderate,378,38,1/4 Mile,Multifamily,Rental,Project Complete,2014,2054,40,,None,,0,0,0,38,0,0,340,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"3101 S Lamar Boulevard
(30.241871, -97.784755)"
78,3397,Lucero Apartments (formerly Oak Creek Village),"2013 Travis Oak Creek, LP","Eureka Holdings, LLC",2324 Wilson Street,78704,845682,9,Moderate,173,173,1/4 Mile,Multifamily,Rental,Project Complete,2009,2049,40,,None,,18,0,70,85,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2324 Wilson Street
(41.576466, -87.377898)"
65,3380,2106 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2106 Chicon Street,78722,202248,1,Very Low,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2014,2113,99,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2106 Chicon Street
(30.282456, -97.721801)"
201,3582,Woolridge Hall,"Alan & O'Hara Development Company, LLC","Alan & O'Hara Development Company, LLC",2400 Nueces Street,78705,206676,9,Very High,304,31,1/4 Mile,Multifamily,Rental,Project Complete,2013,2028,15,06/03/2013 12:00:00 AM,Paid,$127525.00,0,0,0,0,0,31,273,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2400 Nueces Street
(30.288383, -97.743035)"
17,3248,702 Plumpton Drive,Green Doors,Community Partnerships for the Homeless,702 Plumpton Drive,78745,334416,2,Moderate,3,3,>1/2 Mile,Single Family,Rental,Project Complete,2002,2022,20,,None,,0,0,3,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"702 Plumpton Drive
(30.194882, -97.790898)"
278,3755,Aspen West Campus,Aspen Heights,Aspen Heights,1909 Rio Grande Street,78705,203789,9,Very High,464,47,1/4 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,Pending,,0,0,0,47,0,0,417,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"1909 Rio Grande Street
(30.283611, -97.745079)"
284,3753,Avon at 22nd,"Allada UNO, LLC","Allada UNO, LLC",911 W 22nd Street,78705,203609,9,High,19,2,1/2 Mile,Multifamily,Rental,Site Plan Approved / Project Underway,,,40,,Pending,,0,0,0,2,0,0,17,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"911 W 22nd Street
(41.449733, -82.177485)"
3,3226,"Garden Terrace Expansion (aka Garden Terrace, Phase II)",Garden Terrace Housing Corporation,"Foundation Communities, Inc.",1015 W William Cannon Drive,78745,330133,2,Low,15,15,>1/2 Mile,Multifamily,Rental,Project Complete,2007,2037,30,,None,,0,0,15,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1015 W William Cannon Drive
(30.199168, -97.793336)"
151,3533,Housing First Oak Springs,Austin Travis County Integral Care,Austin Travis County Integral Care,3000 Oak Springs Drive,78702,432700,1,Very Low,50,50,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,50,0,0,0,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"3000 Oak Springs Drive
(30.273146, -97.700501)"
58,3321,SOL,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1129 Altum Street,78702,772770,1,Very Low,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2009,2049,40,,None,,0,0,0,2,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1129 Altum Street
(30.258653, -97.683772)"
380,3973,Aria Grand,"Saigebrook Development, LLC","Saigebrook Development, LLC",1800 S IH 35,78704,,9,Low,70,60,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,$0.00,6,0,24,30,0,0,10,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1800 S IH 35
(31.938381, -97.106549)"
214,3595,Villas on San Gabriel II,2410 San Gabriel LP,2410 San Gabriel LP,2414 San Gabriel Street,78705,,9,Very High,92,9,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,Pending,,0,0,0,9,0,0,83,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2414 San Gabriel Street
(30.288966, -97.747738)"
36,3293,Austin Children's Shelter,Austin Children's Shelter,Austin Children's Shelter,4800 Manor Road,78723,800820,9,Very Low,28,28,>1/2 Mile,Multifamily,Rental,Project Complete,2008,2107,99,,None,,0,0,28,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"4800 Manor Road
(30.295656, -97.688575)"
23,3266,Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,5811 Sweeney Circle,78723,217258,1,Low,4,4,1/4 Mile,FourPlex,Rental,Project Complete,2009,2108,99,,None,,0,0,4,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"5811 Sweeney Circle
(30.305754, -97.679199)"
383,3976,Travis Flats,"Austin TCHFC-DMA Housing, LLC","DMA Development Company, LLC",5325 Airport Blvd,78751,,4,Very Low,146,146,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,9,0,30,107,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"5325 Airport Blvd
(30.315399, -97.714472)"
110,3751,Summit Oaks,Housing Authority of Travis County,Housing Authority of Travis County,11607 Sierra Nevada,78759,160225,10,Moderate,24,24,>1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,24,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"11607 Sierra Nevada
(30.421063, -97.754866)"
124,3509,Villages at Ben White,Ben White Senior Development LP,Ben White Senior Development LP,7000 E Ben White Boulevard,78741,,3,Low,183,183,1/2 Mile,Multifamily,Rental,Project Complete,2016,2021,5,,None,,0,0,0,183,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"7000 E Ben White Boulevard
(30.215117, -97.702278)"
293,3773,Gaston Tract,Bill Gaston Inc.,Bill Gaston Inc.,2501 W Braker Lane,78758,547967,4,Moderate,423,14,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,,0,0,0,14,0,0,409,Development Incentives,No,No,No,No,Yes,No,No,Yes,No,No,No,"2501 W Braker Lane
(30.39033, -97.718432)"
21,3260,Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,5800 Sweeney Circle,78723,217252,1,Very High,46,46,1/4 Mile,Multifamily,Rental,Project Complete,2009,2108,99,,None,,11,0,35,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"5800 Sweeney Circle
(30.305239, -97.679425)"
236,3617,6444 Burnet Road,6444 Burnet Road LLC,6444 Burnet Road LLC,6444 Burnet Road,78757,233430,7,Very High,38,4,1/4 Mile,Multifamily,Ownership,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,0,0,2,34,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"6444 Burnet Road
(30.340731, -97.738877)"
392,4186,Austin Oaks PUD,"Twelve Lakes, LLC","Twelve Lakes, LLC",Executive Center Drive and Woodhollow Drive,78759,,10,High,250,27,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,0,0,0,27,0,0,223,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,"Executive Center Drive and Woodhollow Drive
(30.360671, -97.74799)"
289,3769,2203 Salina Street Rehab,Blackland Community Development Corporation,Blackland Community Development Corporation,2203 Salina Street,78722,202213,1,Moderate,1,1,>1/2 Mile,Single Family,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2203 Salina Street
(30.282922, -97.722923)"
269,3752,Alexander Oaks Apartments,Housing Authority of Travis County,Housing Authority of Travis County,6119 Valiant Circle,78749,311562,8,High,51,51,>1/2 Mile,Duplex,Rental,Site Plan Approved / Project Underway,,,5,,None,,0,0,0,51,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"6119 Valiant Circle
(30.233889, -97.852505)"
11,3234,1220 Paul Theresa Saldana Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1220 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1220 Paul Theresa Saldana Street
(29.673509, -95.36485)"
403,4407,Jobe House Resubdivision,,Guadalupe Neighborhood Development Corporation,1113 East 9th Street,78702,,1,Low,4,4,1/4 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,$0.00,0,0,2,0,0,2,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1113 East 9th Street
(32.749641, -96.807856)"
226,3607,Gibson Flats,Ardent Residential,Ardent Residential,1219 S Lamar Boulevard,78704,100012,5,Very High,95,10,1/4 Mile,Multifamily,Rental,Project Complete,2014,2054,40,,None,,0,0,0,10,0,0,85,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"1219 S Lamar Boulevard
(30.254149, -97.762662)"
374,3962,Aspen Heights,Aspen Heights,Aspen Heights,805 Nueces Street,78701,196726,9,Low,196,0,1/4 Mile,Multifamily,Rental,Project Complete,,,0,01/03/2017 12:00:00 AM,Paid,$868240.00,0,0,0,0,0,0,196,Development Incentives,Yes,No,No,No,No,No,No,No,No,No,No,"805 Nueces Street
(28.33404, -98.11873)"
136,3520,Merritt Lake Line Station,"DDC Merritt Lake Line Station, Ltd.",DDC Merritt Lake Line Station,1350 Sonny Drive,78641,,7,Very High,210,106,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,106,0,0,104,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"1350 Sonny Drive
(30.56019, -97.865427)"
17,3249,1109 Spearson Lane,Green Doors,Community Partnerships for the Homeless,1109 Spearson Lane,78745,330171,2,Very Low,3,3,>1/2 Mile,Single Family,Rental,Project Complete,2002,2022,20,,None,,0,0,3,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1109 Spearson Lane
(30.201582, -97.794106)"
266,3731,2106 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2106 Chicon Street,78702,202248,1,Moderate,1,1,>1/2 Mile,ADU,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,1,0,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"2106 Chicon Street
(30.282456, -97.721801)"
130,3851,Austin Affordable Corporation - ThinkEast PUD,ThinkEast Austin MGT,ThinkEast Austin MGT,1141 Shady Lane,78721,192592,3,Very Low,182,182,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,10,,None,,0,0,0,182,0,0,0,Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,"1141 Shady Lane
(36.231356, -116.034993)"
238,3619,Alexan East 6th Street,"AE6 Apartments, LLC",AE6 Apartments LLC,2400 E 6th Street,78702,,3,Very Low,208,21,1/2 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,0,0,21,187,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"2400 E 6th Street
(31.340796, -109.523789)"
123,3508,The Point at Ben White,Ben White Senior Development LP,Ben White Senior Development LP,6934 E Ben White Boulevard,78741,,3,Very Low,250,250,1/2 Mile,Multifamily,Rental,Project Complete,2016,2021,5,,None,,0,0,0,0,0,250,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"6934 E Ben White Boulevard
(30.21495, -97.702782)"
11,3237,1208 Paul Theresa Saldana Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1208 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1208 Paul Theresa Saldana Street
(29.674605, -95.364405)"
130,3515,ThinkEast PUD,ThinkEast Austin MGT,ThinkEast Austin MGT,1141 Shady Lane,78721,192592,3,Very Low,184,0,1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,184,Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,"1141 Shady Lane
(36.231356, -116.034993)"
219,3600,Antique Market,Ardent Residential,Ardent Residential,5350 Burnet Road,78756,,7,Very High,174,17,1/4 Mile,Multifamily,Rental,Project Complete,2010,2050,40,,None,,0,0,0,0,0,17,157,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,"5350 Burnet Road
(30.327631, -97.739745)"
243,3624,Eastside Village,Transwestern Development Company,Transwestern,1621 E 6th Street,78702,,3,High,346,66,>1/2 Mile,Multifamily,Rental,Project Complete,2017,2057,40,,None,,0,0,0,66,0,0,280,Development Incentives,No,No,No,No,No,No,No,No,Yes,No,No,"1621 E 6th Street
(46.806777, -92.084115)"
204,3585,Regents at 24th,"Regents West 2th, LP","Regents West 24th, LP",2401 San Gabriel Street,78705,206600,9,Very Low,93,9,1/2 Mile,Multifamily,Rental,Project Complete,2014,2029,15,,Paid,$49732.00,0,0,0,0,0,9,84,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2401 San Gabriel Street
(30.288452, -97.747786)"
279,3744,Villas at Vinson Oak,Notigius LLC,Notigius LLC,4507 Vinson Drive,78745,,3,Moderate,16,2,>1/2 Mile,Duplex,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,2,14,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,"4507 Vinson Drive
(30.220617, -97.777351)"
74,3392,Edgecreek Condos,Frameworks Community Development Corporation,Frameworks Community Development Corporation,12166 Metric Boulevard,78758,733261,7,Moderate,2,2,>1/2 Mile,Duplex,Rental,Project Complete,2014,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"12166 Metric Boulevard
(30.406673, -97.697494)"
18,3252,2407 S 4th Street,Green Doors,Community Partnerships for the Homeless,2407 S 4th Street,78704,303646,2,Moderate,3,3,1/4 Mile,Single Family,Rental,Project Complete,2006,2026,20,,None,,3,0,0,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2407 S 4th Street
(40.575324, -75.452857)"
239,3620,Corazon,"Corazon Urban MF-East, LP","Corazon Urban MF-East, LP",1000 E 5th Street,78702,,3,Very Low,332,35,>1/2 Mile,Multifamily,Rental,Project Complete,2015,2055,40,,None,,0,0,0,35,0,0,297,Development Incentives,No,No,No,No,No,No,No,No,Yes,No,No,"1000 E 5th Street
(30.264141, -97.732748)"
12,3242,907 Spence Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,907 Spence Street,78702,,3,Moderate,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2005,2025,20,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"907 Spence Street
(30.258897, -97.735736)"
33,3289,2009 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2009 Salina Street,78722,202290,1,Very High,6,6,>1/2 Mile,Multifamily,Rental,Project Complete,2009,2019,10,,None,,0,0,0,6,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2009 Salina Street
(30.281154, -97.722542)"
384,4012,Pathways at Goodrich Place,Housing Authority of the City of Austin,Housing Authority of the City of Austin,2126 Goodrich Avenue,78704,,5,Very Low,120,110,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,$0.00,0,0,0,110,0,0,10,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2126 Goodrich Avenue
(44.937928, -93.190278)"
31,3284,2111 Salina Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2111 Salina Street,78722,202291,1,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2003,2023,20,,None,,0,0,0,0,0,1,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2111 Salina Street
(30.282338, -97.722793)"
77,3396,The Works at Pleasant Valley,Lifeworks Affordable Housing Corporation,Lifeworks Affordable Housing Corporation,2800 Lyons Road,78702,819543,3,Moderate,45,45,1/4 Mile,Multifamily,Rental,Project Complete,2014,2113,99,,None,,15,0,30,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2800 Lyons Road
(30.263788, -97.707485)"
69,3386,Homestead Oaks,"Foundation Communities, Inc.","Foundation Communities, Inc.",3226 W Slaughter Lane,78748,346937,5,Moderate,140,126,>1/2 Mile,Multifamily,Rental,Project Complete,2013,2053,40,,None,,14,0,70,42,0,0,14,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"3226 W Slaughter Lane
(30.182083, -97.846682)"
31,3279,2102 Chicon Street,Blackland Community Development Corporation,Blackland Community Development Corporation,2102 Chicon Street,78722,202250,1,Very High,1,1,>1/2 Mile,Single Family,Rental,Project Complete,2003,2023,20,,None,,0,0,0,1,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"2102 Chicon Street
(30.282181, -97.721745)"
329,3867,SafePlace 14 Unit Expansion,Safeplace,SafePlace,1515 Grove Blvd,78741,,3,Low,14,14,1/4 Mile,Multifamily,Rental,Project Complete,2001,2021,20,,None,,0,0,14,0,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"1515 Grove Blvd
(30.230987, -97.706211)"
212,3593,Skyloft,23 Nueces LLC,23 Nueces LLC,507 W 23rd Street,78705,,9,Very Low,677,68,1/4 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,68,0,0,609,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"507 W 23rd Street
(30.286589, -97.743517)"
29,3273,Fort Branch Landing,Fort Branch Landing LP,Fort Branch Landing LP,5841 Techni Center Drive,78721,,1,Very Low,250,250,>1/2 Mile,Multifamily,Rental,Project Complete,2000,2020,20,,None,,0,0,0,250,0,0,0,RHDA,No,No,No,No,No,No,No,No,No,No,No,"5841 Techni Center Drive
(30.277822, -97.671619)"
347,3902,Amli at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,1900 Simond Avenue,78723,820882,9,High,279,42,>1/2 Mile,Multifamily,Rental,Project Complete,2015,2020,5,,None,,0,0,0,42,0,0,237,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,"1900 Simond Avenue
(30.296779, -97.70403)"
211,3592,UH 2100 San Antonio,US 2100 San Antonio LLC,UH 2100 San Antonio LLC,2100 San Antonio Street,78705,889962,9,Very High,504,50,1/4 Mile,Multifamily,Rental,Project Complete,2017,2057,40,05/16/2016 12:00:00 AM,Paid,$185085.00,0,0,0,50,0,0,454,Development Incentives,No,No,No,No,No,No,No,Yes,No,Yes,No,"2100 San Antonio Street
(30.284314, -97.742973)"
30,3278,1705 Rosewood Avenue,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,1705 Rosewood Avenue,78702,194917,1,Very High,1,1,>1/2 Mile,Duplex,Rental,Project Complete,2009,2108,99,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1705 Rosewood Avenue
(31.867928, -102.356544)"
25,3269,Pecan Springs Commons,Green Doors,Green Doors,2907 Sweeney Lane,78723,217259,1,Very Low,4,4,1/4 Mile,FourPlex,Rental,Project Complete,2012,2111,99,,None,,0,0,4,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"2907 Sweeney Lane
(30.305913, -97.67878)"
155,3537,1817 W 10th Street,Clarskville Community Development Corporation,Clarksville Community Development Corporation,1817 W 10th Street,78703,,9,High,1,1,>1/2 Mile,Single Family,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,1,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,"1817 W 10th Street
(40.551696, -85.68454)"
