GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
BURGLARY OF VEHICLE           ,Theft,17-Jul-15,9400 S IH 35 SVRD SB                                                                                ,24-Jul-15,78748.0
BURGLARY OF VEHICLE           ,Theft,17-Aug-15,3101 LONGHORN BLVD                                                                                  ,24-Aug-15,78758.0
BURGLARY OF VEHICLE           ,Theft,1-May-15,1309 E 5TH ST                                                                                       ,6-May-15,78702.0
THEFT                         ,Theft,31-Jul-15,8300 FORT SUMTER RD                                                                                 ,4-Aug-15,78745.0
THEFT                         ,Theft,9-Jan-15,4701 BURNET RD                                                                                      ,29-Jan-15,78756.0
THEFT                         ,Theft,23-Apr-15,10913 THICKET TRL                                                                                   ,15-May-15,78750.0
THEFT                         ,Theft,20-Mar-15,11200 LAKELINE MALL DR                                                                              ,23-Mar-15,78613.0
THEFT                         ,Theft,9-Oct-15,1917 E RIVERSIDE DR                                                                                 ,4-Jan-16,78741.0
ROBBERY BY THREAT             ,Robbery,19-Mar-15,500 E 7TH ST                                                                                        ,20-Mar-15,78701.0
BURGLARY NON RESIDENCE        ,Burglary,25-Aug-15,2224 E RIVERSIDE DR                                                                                 ,2-Sep-15,78741.0
THEFT BY SHOPLIFTING          ,Theft,10-Apr-15,9300 S IH 35 SVRD SB                                                                                ,10-Apr-15,78748.0
BURGLARY OF VEHICLE           ,Theft,6-May-15,W 17TH ST / LAVACA ST                                                                               ,11-May-15,78701.0
AGG ASSAULT                   ,Agg Assault,18-Sep-15,1656 RUTLAND DR                                                                                     ,19-Oct-15,78758.0
BURGLARY OF VEHICLE           ,Theft,29-Sep-15,1800 E 11TH ST                                                                                      ,28-Oct-15,78702.0
BURGLARY OF VEHICLE           ,Theft,1-Dec-15,115 SANDRA MURAIDA WAY                                                                              ,5-Jan-16,78703.0
THEFT                         ,Theft,31-Jul-15,911 SAGEBRUSH DR                                                                                    ,29-Sep-15,78758.0
THEFT FROM AUTO               ,Theft,28-Sep-15,1410 W BEN WHITE BLVD WB                                                                            ,29-Sep-15,78704.0
THEFT BY SHOPLIFTING          ,Theft,26-Mar-15,9500 S IH 35 SVRD SB                                                                                ,9-May-15,78748.0
BURGLARY OF RESIDENCE         ,Burglary,13-Dec-15,1904 WILLOW CREEK DR                                                                                ,16-Dec-15,78741.0
THEFT                         ,Theft,2-Nov-15,10606 PLAINS TRL                                                                                    ,10-Nov-15,78758.0
THEFT                         ,Theft,28-Jun-15,12300 HYMEADOW DR                                                                                   ,2-Jul-15,78750.0
THEFT                         ,Theft,26-May-15,6222 N LAMAR BLVD                                                                                   ,11-Jun-15,78757.0
THEFT                         ,Theft,23-Feb-15,2508 E RIVERSIDE DR                                                                                 ,23-Feb-15,78741.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,28-Dec-15,3300 MANOR RD                                                                                       ,30-Dec-15,78723.0
THEFT                         ,Theft,14-May-15,1012 BAYLOR ST                                                                                      ,27-May-15,78703.0
THEFT BY SHOPLIFTING          ,Theft,12-Oct-15,5808 BURNET RD                                                                                      ,14-Oct-15,78756.0
THEFT                         ,Theft,4-Nov-15,196 BAGGAGE WAY                                                                                     ,9-Nov-15,78719.0
BURGLARY OF VEHICLE           ,Theft,21-Dec-15,10320 BOULDER LN                                                                                    ,22-Dec-15,78726.0
BURGLARY OF RESIDENCE         ,Burglary,30-Sep-15,1300 CROSSING PL                                                                                    ,2-Oct-15,78741.0
THEFT OF BICYCLE              ,Theft,13-Nov-15,2323 SAN ANTONIO ST                                                                                 ,17-Nov-15,78705.0
BURGLARY OF VEHICLE           ,Theft,3-Mar-15,4208 FAR WEST BLVD                                                                                  ,7-Apr-15,78731.0
AGG ASSAULT                   ,Agg Assault,12-Dec-15,2518 LEON ST                                                                                        ,12-Dec-15,78705.0
BURGLARY OF VEHICLE           ,Theft,12-Jan-15,7104 BARNSDALE WAY                                                                                  ,13-Jan-15,78745.0
BURGLARY OF VEHICLE           ,Theft,13-Dec-15,8524 BURNET RD                                                                                      ,7-Jan-16,78757.0
BURGLARY OF RESIDENCE         ,Burglary,25-Nov-15,3003 OAK HAVEN DR                                                                                   ,5-Jan-16,78704.0
THEFT                         ,Theft,11-Jun-15,3600 PRESIDENTIAL BLVD                                                                              ,17-Aug-15,78719.0
THEFT OF LICENSE PLATE        ,Theft,14-Mar-15,1207 ALAMO ST                                                                                       ,15-Mar-15,78702.0
BURGLARY OF VEHICLE           ,Theft,19-Feb-15,9012 RESEARCH BLVD SB                                                                               ,4-Mar-15,78757.0
THEFT OF BICYCLE              ,Theft,23-Jul-15,3011 SPEEDWAY                                                                                       ,28-Jul-15,78705.0
THEFT BY SHOPLIFTING          ,Theft,25-Oct-15,6607 S PLEASANT VALLEY RD                                                                           ,3-Nov-15,78744.0
THEFT OF LICENSE PLATE        ,Theft,4-May-15,1300 GUADALUPE ST                                                                                   ,11-May-15,78701.0
BURGLARY OF VEHICLE           ,Theft,21-May-15,8504 MAYVIEW DR                                                                                     ,2-Jun-15,78724.0
BURGLARY OF RESIDENCE         ,Burglary,6-Dec-15,6208 WING FEATHER DR                                                                                ,9-Dec-15,78744.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,4-Mar-15,3706 GOODWIN AVE                                                                                    ,5-Mar-15,78721.0
AGG ASSAULT                   ,Agg Assault,14-Dec-15,9515 N LAMAR BLVD                                                                                   ,24-Dec-15,78753.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,25-May-15,1222 ALGARITA AVE                                                                                   ,27-May-15,78704.0
ROBBERY BY ASSAULT            ,Robbery,7-Aug-15,13609 N IH 35 SVRD NB                                                                               ,20-Aug-15,78753.0
AGG ASSAULT                   ,Agg Assault,1-Oct-15,11200 BLOCK N LAMAR BLVD                                                                            ,23-Dec-15,78758.0
AGG ASSAULT                   ,Agg Assault,4-Aug-15,5810 SWEENEY CIR                                                                                    ,9-Sep-15,78723.0
BURGLARY OF VEHICLE           ,Theft,29-Oct-15,2425 E RIVERSIDE DR                                                                                 ,7-Dec-15,78741.0
BURGLARY OF VEHICLE           ,Theft,1-Feb-15,900 SHELBY LN                                                                                       ,6-Feb-15,78745.0
BURGLARY OF VEHICLE           ,Theft,18-Feb-15,9160 RESEARCH BLVD SB                                                                               ,4-Mar-15,78757.0
BURGLARY OF VEHICLE           ,Theft,1-Sep-15,12325 MAROGOT RUN                                                                                   ,7-Sep-15,78758.0
THEFT                         ,Theft,23-Sep-15,5815 AIRPORT BLVD                                                                                   ,19-Oct-15,78752.0
THEFT BY SHOPLIFTING          ,Theft,10-Apr-15,5300 S MOPAC EXPY SVRD SB                                                                           ,15-Apr-15,78749.0
BURGLARY OF RESIDENCE         ,Burglary,19-Oct-15,7507 BERKMAN DR                                                                                     ,21-Oct-15,78752.0
AGG ASSAULT                   ,Agg Assault,26-Apr-15,2204 SAN GABRIEL ST                                                                                 ,29-Apr-15,78705.0
ROBBERY BY ASSAULT            ,Robbery,29-Jun-15,1712 RUTLAND DR                                                                                     ,3-Sep-15,78758.0
THEFT FROM AUTO               ,Theft,29-May-15,513 W ST JOHNS AVE                                                                                  ,1-Jun-15,78752.0
THEFT                         ,Theft,19-Aug-15,1200 N LAMAR BLVD                                                                                   ,20-Aug-15,78703.0
THEFT BY SHOPLIFTING          ,Theft,5-Sep-15,7025 VILLAGE CENTER DR                                                                              ,10-Sep-15,78731.0
THEFT                         ,Theft,7-Dec-15,4600 NUCKOLS CROSSING RD                                                                            ,29-Dec-15,78744.0
AUTO THEFT                    ,Auto Theft,20-Sep-15,4702 INDIAN WELLS DR                                                                                ,21-Sep-15,78747.0
THEFT BY SHOPLIFTING          ,Theft,26-Mar-15,9500 S IH 35 SVRD SB                                                                                ,9-May-15,78748.0
THEFT                         ,Theft,8-Feb-15,415 GUADALUPE ST                                                                                    ,10-Feb-15,78701.0
BURGLARY OF VEHICLE           ,Theft,7-Mar-15,5300 AIRPORT BLVD                                                                                   ,10-Mar-15,78751.0
THEFT OF LICENSE PLATE        ,Theft,18-Oct-15,9616 N LAMAR BLVD                                                                                   ,19-Oct-15,78758.0
THEFT BY SHOPLIFTING          ,Theft,4-Dec-15,12900 N IH 35 SVRD SB                                                                               ,30-Dec-15,78753.0
BURGLARY OF VEHICLE           ,Theft,3-Sep-15,1001 WESSEX WAY                                                                                     ,3-Sep-15,78748.0
BURGLARY NON RESIDENCE        ,Burglary,27-Mar-15,10707 N IH 35 SVRD NB                                                                               ,4-Aug-15,78753.0
AUTO THEFT                    ,Auto Theft,29-Jan-15,8406 MAINE DR                                                                                       ,2-Feb-15,78758.0
BURGLARY OF VEHICLE           ,Theft,26-Jan-15,2037 WAYWARD SUN DR                                                                                 ,27-Jan-15,78754.0
BURGLARY OF RESIDENCE         ,Burglary,17-Feb-15,5100 DULL KNIFE DR                                                                                  ,19-Feb-15,78759.0
THEFT                         ,Theft,21-Jul-15,1430 FRONTIER VALLEY DR                                                                             ,10-Feb-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,4-Feb-15,10107 RESEARCH BLVD NB                                                                              ,5-Feb-15,78759.0
BURGLARY OF VEHICLE           ,Theft,29-Oct-15,2425 E RIVERSIDE DR                                                                                 ,7-Dec-15,78741.0
THEFT OF AUTO PARTS           ,Theft,26-Oct-15,2201 MONTOPOLIS DR                                                                                  ,,78741.0
THEFT                         ,Theft,23-Jan-15,1816 E 6TH ST                                                                                       ,10-Feb-15,78702.0
BURGLARY OF RESIDENCE         ,Burglary,2-Aug-15,1301 CROSSING PL                                                                                    ,6-Aug-15,78741.0
THEFT                         ,Theft,27-Feb-15,6607 S IH 35 SVRD NB                                                                                ,3-Mar-15,78744.0
THEFT BY SHOPLIFTING          ,Theft,15-Nov-15,5300 S MOPAC EXPY SB                                                                                ,16-Feb-16,78749.0
THEFT                         ,Theft,7-Jun-15,3909 N IH 35 SVRD NB                                                                                ,,78722.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,18-Jul-15,2603 PARKER LN                                                                                      ,4-Aug-15,78741.0
THEFT                         ,Theft,21-Mar-15,310 W 2ND ST                                                                                        ,28-Apr-15,78701.0
BURGLARY OF RESIDENCE         ,Burglary,28-Mar-15,2433 SULLY CREEK DR                                                                                 ,3-Apr-15,78739.0
THEFT BY SHOPLIFTING          ,Theft,21-Sep-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,,78746.0
BURGLARY OF VEHICLE           ,Theft,6-Nov-15,1901 WILLOW CREEK DR                                                                                ,16-Dec-15,78741.0
THEFT OF AUTO PARTS           ,Theft,11-Mar-15,1524 E ANDERSON LN WB                                                                               ,30-Apr-15,78754.0
BURG NON RESIDENCE SHEDS      ,Burglary,7-Feb-15,2905 CHERRY LN                                                                                      ,22-Apr-15,78703.0
BURGLARY OF VEHICLE           ,Theft,1-Aug-15,5800 W SLAUGHTER LN                                                                                 ,20-Aug-15,78749.0
THEFT                         ,Theft,15-Jul-15,5300 HUTCHINSON DR                                                                                  ,,78723.0
BURGLARY OF VEHICLE           ,Theft,25-Apr-15,5200 BLOCK OLD SPICEWOOD SPRINGS RD                                                                 ,4-May-15,78731.0
THEFT                         ,Theft,11-Nov-15,4215 CREEK LEDGE                                                                                    ,13-Nov-15,78731.0
THEFT                         ,Theft,13-Jan-15,1515 WICKERSHAM LN                                                                                  ,21-Jan-15,78741.0
ROBBERY BY THREAT             ,Robbery,20-May-15,COLLINFIELD DR / QUAIL PARK DR                                                                      ,22-Jun-15,78758.0
THEFT OF LICENSE PLATE        ,Theft,2-Nov-15,2317 S PLEASANT VALLEY RD                                                                           ,3-Nov-15,78741.0
BURGLARY OF VEHICLE           ,Theft,26-Apr-15,9024 NORTHGATE BLVD                                                                                 ,27-Apr-15,78758.0
THEFT BY SHOPLIFTING          ,Theft,10-Jul-15,9900 S IH 35 SVRD SB                                                                                ,26-Aug-15,78748.0
AUTO THEFT                    ,Auto Theft,16-Jun-15,2613 NOTTINGHAM LN                                                                                  ,18-Jun-15,78704.0
THEFT                         ,Theft,27-Aug-15,2523 DURWOOD ST                                                                                     ,31-Aug-15,78704.0
THEFT FROM AUTO               ,Theft,22-Jun-15,7707 MEADOWVIEW LN                                                                                  ,23-Jun-15,78752.0
THEFT BY SHOPLIFTING          ,Theft,18-Dec-15,1201 BARBARA JORDAN BLVD                                                                            ,23-Dec-15,78723.0
AUTO THEFT                    ,Auto Theft,15-May-15,10401 N LAMAR BLVD                                                                                  ,17-May-15,78753.0
BURGLARY OF VEHICLE           ,Theft,10-Jan-15,1735 RUTLAND DR                                                                                     ,13-Jan-15,78758.0
THEFT                         ,Theft,18-Apr-15,1000 E 41ST ST                                                                                      ,21-Apr-15,78751.0
AUTO THEFT                    ,Auto Theft,2-Sep-15,6255 MANOR RD                                                                                       ,3-Sep-15,78723.0
BURGLARY OF RESIDENCE         ,Burglary,5-Jun-15,3824 MATTIE ST                                                                                      ,9-Jun-15,78723.0
THEFT                         ,Theft,27-Jan-15,6232 HILLSTON DR                                                                                    ,28-Jan-15,78745.0
THEFT FROM AUTO               ,Theft,12-Jan-15,6803 WENTWORTH DR                                                                                   ,12-Feb-15,78724.0
THEFT                         ,Theft,14-Mar-15,500 E 6TH ST                                                                                        ,27-Mar-15,78701.0
BURGLARY OF VEHICLE           ,Theft,21-Oct-15,9100 MANCHACA RD                                                                                    ,22-Oct-15,78748.0
THEFT                         ,Theft,28-Dec-15,4611 GUADALUPE ST                                                                                   ,14-Jan-16,78751.0
BURGLARY NON RESIDENCE        ,Burglary,24-Sep-15,711 W 26TH ST                                                                                       ,7-Oct-15,78705.0
THEFT                         ,Theft,27-Sep-15,TERI RD / E STASSNEY LN                                                                             ,7-Oct-15,78744.0
THEFT                         ,Theft,30-Jun-15,4701 MONTEREY OAKS BLVD                                                                             ,10-Aug-15,78749.0
BURGLARY OF VEHICLE           ,Theft,2-Jan-15,6408 S CONGRESS AVE                                                                                 ,7-Jan-15,78745.0
THEFT                         ,Theft,22-Jan-15,11200 LAKELINE MALL DR                                                                              ,26-Jan-15,78613.0
THEFT BY SHOPLIFTING          ,Theft,15-Sep-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,15-Sep-15,78746.0
BURGLARY OF VEHICLE           ,Theft,1-Jun-15,3211 FEATHERGRASS CT                                                                                ,9-Jun-15,78758.0
BURGLARY OF VEHICLE           ,Theft,29-May-15,6919 VILLITA AVENIDA                                                                                ,15-Jun-15,78741.0
BURGLARY OF VEHICLE           ,Theft,18-Apr-15,1881 GROVE BLVD                                                                                     ,6-May-15,78741.0
BURGLARY OF RESIDENCE         ,Burglary,23-Sep-15,11405 PYRENEESE DR                                                                                  ,2-Oct-15,78759.0
AUTO THEFT                    ,Auto Theft,28-May-15,TERI RD / NUCKOLS CROSSING RD                                                                       ,29-May-15,78744.0
BURGLARY OF VEHICLE           ,Theft,23-Jul-15,9200 NORTH PLZ                                                                                      ,24-Jul-15,78753.0
THEFT                         ,Theft,2-Jul-15,5700 MERRYWING CIR                                                                                  ,8-Jul-15,78730.0
BURGLARY OF RESIDENCE         ,Burglary,24-Jun-15,3205 SUSQUEHANNA LN                                                                                 ,30-Jun-15,78723.0
BURGLARY OF VEHICLE           ,Theft,2-May-15,9515 N LAMAR BLVD                                                                                   ,6-May-15,78753.0
AUTO THEFT                    ,Auto Theft,26-Jan-15,7200 HILLCROFT DR                                                                                   ,28-May-15,78724.0
THEFT                         ,Theft,13-Aug-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,28-Sep-15,78746.0
THEFT FROM BUILDING           ,Theft,24-Sep-15,323 E 6TH ST                                                                                        ,28-Oct-15,78701.0
BURGLARY OF RESIDENCE         ,Burglary,28-Jan-15,1706 PHEASANT ROOST                                                                                 ,3-Feb-15,78758.0
BURGLARY OF VEHICLE           ,Theft,26-Jul-15,8515 S IH 35 SVRD NB                                                                                ,5-Aug-15,78744.0
BURGLARY OF RESIDENCE         ,Burglary,23-Nov-15,4900 E OLTORF ST                                                                                    ,25-Nov-15,78741.0
AUTO THEFT                    ,Auto Theft,9-Aug-15,10208 DIAMONDBACK TRL                                                                               ,16-Sep-15,78753.0
THEFT OF BICYCLE              ,Theft,16-Jul-15,1715 GUADALUPE ST                                                                                   ,22-Jul-15,78701.0
AUTO THEFT                    ,Auto Theft,30-Oct-15,6417 GARDEN VIEW DR                                                                                 ,3-Nov-15,78724.0
THEFT BY SHOPLIFTING          ,Theft,9-Aug-15,1701 BRIARCLIFF BLVD                                                                                ,13-Aug-15,78723.0
BURGLARY OF VEHICLE           ,Theft,21-May-15,3210 HAMPTON RD                                                                                     ,1-Jun-15,78705.0
ROBBERY BY ASSAULT            ,Robbery,6-Aug-15,915 W OLTORF ST                                                                                     ,29-Sep-15,78704.0
THEFT                         ,Theft,3-Feb-15,400 KENNISTON DR                                                                                    ,24-Feb-15,78752.0
BURGLARY NON RESIDENCE        ,Burglary,27-Nov-15,2701 MANOR RD                                                                                       ,2-Dec-15,78722.0
THEFT                         ,Theft,3-Nov-15,2300 S IH 35 SVRD SB                                                                                ,17-Nov-15,78704.0
BURGLARY OF VEHICLE           ,Theft,5-Nov-15,1807 W SLAUGHTER LN                                                                                 ,,78748.0
BURGLARY OF VEHICLE           ,Theft,28-Mar-15,5901 N IH 35 SVRD NB                                                                                ,30-Mar-15,78723.0
BURGLARY OF VEHICLE           ,Theft,31-Aug-15,7801 N LAMAR BLVD SVRD NB                                                                           ,2-Sep-15,78752.0
BURGLARY NON RESIDENCE        ,Burglary,15-Feb-15,6330 HAROLD CT                                                                                      ,27-Feb-15,78721.0
AUTO THEFT                    ,Auto Theft,23-Dec-15,3201 BEE CAVES RD                                                                                   ,24-Dec-15,78746.0
THEFT                         ,Theft,6-Mar-15,9500 S IH 35 SVRD SB                                                                                ,7-Mar-15,78748.0
THEFT OF METAL                ,Theft,18-May-15,1110 W WILLIAM CANNON DR                                                                            ,26-May-15,78745.0
THEFT OF BICYCLE              ,Theft,28-Oct-15,1320 ROBERT BROWNING ST                                                                             ,29-Oct-15,78723.0
THEFT                         ,Theft,19-Apr-15,8801 LA CRESADA DR                                                                                  ,30-Apr-15,78749.0
BURGLARY OF VEHICLE           ,Theft,8-Jul-15,9600 S IH 35 SVRD SB                                                                                ,15-Jul-15,78748.0
THEFT                         ,Theft,15-Jun-15,4807 SPICEWOOD SPRINGS RD                                                                           ,22-Jun-15,78731.0
BURGLARY OF VEHICLE           ,Theft,29-Dec-15,9333 RESEARCH BLVD SVRD NB                                                                          ,29-Dec-15,78759.0
THEFT BY SHOPLIFTING          ,Theft,6-Oct-15,710 E BEN WHITE BLVD SVRD EB                                                                        ,8-Oct-15,78745.0
BURGLARY NON RESIDENCE        ,Burglary,3-Mar-15,8400 N MOPAC EXPY SVRD SB                                                                           ,26-Mar-15,78759.0
THEFT                         ,Theft,7-Oct-15,301 W 39TH ST                                                                                       ,12-Oct-15,78751.0
BURGLARY OF VEHICLE           ,Theft,30-Jan-15,4404 E OLTORF ST                                                                                    ,4-Feb-15,78741.0
THEFT BY SHOPLIFTING          ,Theft,13-Mar-15,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,31-Mar-15,78746.0
THEFT                         ,Theft,26-Jul-15,7112 ED BLUESTEIN BLVD SVRD SB                                                                      ,26-Aug-15,78723.0
BURGLARY OF VEHICLE           ,Theft,3-Feb-15,10413 S IH 35 SVRD NB                                                                               ,11-Feb-15,78747.0
AUTO THEFT                    ,Auto Theft,8-Jul-15,9333 RESEARCH BLVD NB                                                                               ,22-Jul-15,78759.0
THEFT FROM PERSON             ,Theft,15-Mar-15,301 LAVACA ST                                                                                       ,18-Mar-15,78701.0
THEFT BY SHOPLIFTING          ,Theft,13-Jan-15,2508 E RIVERSIDE DR                                                                                 ,19-Jan-15,78741.0
THEFT                         ,Theft,4-Jun-15,208 BARTON SPRINGS RD                                                                               ,5-Jun-15,78704.0
THEFT                         ,Theft,13-Nov-15,2104 MONARCH DR                                                                                     ,9-Dec-15,78748.0
THEFT                         ,Theft,21-Dec-15,5017 W US 290 HWY SVRD EB                                                                           ,22-Dec-15,78749.0
THEFT                         ,Theft,18-May-15,509 W SLAUGHTER LN                                                                                  ,3-Jun-15,78748.0
BURGLARY OF RESIDENCE         ,Burglary,24-Apr-15,1500 VILLANOVA DR                                                                                   ,29-Apr-15,78757.0
THEFT                         ,Theft,9-Jun-15,9400 BRODIE LN                                                                                      ,11-Jun-15,78749.0
THEFT FROM AUTO               ,Theft,12-Jan-15,6803 WENTWORTH DR                                                                                   ,12-Feb-15,78724.0
THEFT                         ,Theft,9-Dec-15,710 E BEN WHITE BLVD SVRD WB                                                                        ,18-Jan-16,78704.0
THEFT                         ,Theft,7-Jun-15,1000 E 41ST ST                                                                                      ,9-Jun-15,78751.0
BURGLARY OF VEHICLE           ,Theft,27-Dec-15,E 3RD ST / COMAL ST                                                                                 ,14-Jan-16,78702.0
AUTO THEFT                    ,Auto Theft,21-Mar-15,3816 S LAMAR BLVD SB                                                                                ,23-Mar-15,78704.0
BURGLARY OF RESIDENCE         ,Burglary,7-Dec-15,4501 E RIVERSIDE DR                                                                                 ,7-Mar-16,78741.0
BURGLARY OF RESIDENCE         ,Burglary,19-Mar-15,940 E 55TH ST                                                                                       ,23-Mar-15,78751.0
BURGLARY OF RESIDENCE         ,Burglary,21-Feb-15,2536 SUNNY HILLS DR                                                                                 ,25-Feb-15,78744.0
THEFT                         ,Theft,6-Jan-15,5301 E STASSNEY LN                                                                                  ,15-Jan-15,78744.0
BURGLARY NON RESIDENCE        ,Burglary,18-May-15,100 RAMBLE LN                                                                                       ,16-Jun-15,78745.0
BURGLARY OF VEHICLE           ,Theft,6-Apr-15,1905 NUECES ST                                                                                      ,8-Apr-15,78705.0
THEFT                         ,Theft,3-Nov-15,500 E CESAR CHAVEZ ST                                                                               ,6-Nov-15,78701.0
BURGLARY OF VEHICLE           ,Theft,7-Aug-15,2301 S MOPAC EXPY NB                                                                                ,20-Aug-15,78746.0
BURGLARY OF RESIDENCE         ,Burglary,22-Jun-15,12370 ALAMEDA TRACE CIR                                                                             ,25-Jun-15,78727.0
BURGLARY OF VEHICLE           ,Theft,7-Mar-15,5300 AIRPORT BLVD                                                                                   ,10-Mar-15,78751.0
THEFT BY SHOPLIFTING          ,Theft,19-Apr-15,9500 S IH 35 SVRD SB                                                                                ,28-Apr-15,78748.0
BURGLARY OF VEHICLE           ,Theft,11-Mar-15,301 W 2ND ST                                                                                        ,9-Apr-15,78701.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,5-Nov-15,4301 W WILLIAM CANNON DR                                                                            ,,78749.0
THEFT                         ,Theft,1-Sep-15,6903 DAUGHERTY ST                                                                                   ,8-Sep-15,78757.0
BURGLARY OF VEHICLE           ,Theft,11-May-15,6107 HARWIN LN                                                                                      ,13-May-15,78745.0
BURGLARY OF VEHICLE           ,Theft,18-Feb-15,103 S 1ST ST                                                                                        ,19-Feb-15,78704.0
THEFT                         ,Theft,16-Apr-15,1030 NORWOOD PARK BLVD                                                                              ,13-Jun-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,8-Jun-15,1801 E 51ST ST                                                                                      ,10-Jun-15,78723.0
BURGLARY OF RESIDENCE         ,Burglary,28-Apr-15,2408 W 7TH ST                                                                                       ,4-May-15,78703.0
BURGLARY OF RESIDENCE         ,Burglary,9-Dec-15,1730 CRICKET HOLLOW DR                                                                              ,10-Feb-16,78758.0
THEFT                         ,Theft,1-May-15,500 E ST ELMO RD                                                                                    ,,78745.0
THEFT                         ,Theft,5-Mar-15,3402 GUADALUPE ST                                                                                   ,26-Mar-15,78705.0
THEFT                         ,Theft,8-Oct-15,1034 CLAYTON LN                                                                                     ,21-Oct-15,78753.0
AUTO THEFT                    ,Auto Theft,2-Sep-15,2900 S 1ST ST                                                                                       ,3-Sep-15,78704.0
THEFT OF LICENSE PLATE        ,Theft,25-Feb-15,817 W HOWARD LN                                                                                     ,3-Mar-15,78753.0
THEFT OF BICYCLE              ,Theft,24-Apr-15,2515 PEARL ST                                                                                       ,28-Apr-15,78705.0
BURGLARY OF VEHICLE           ,Theft,29-Nov-15,706 W 22ND ST                                                                                       ,8-Dec-15,78705.0
BURGLARY NON RESIDENCE        ,Burglary,24-Jan-15,4301 W WILLIAM CANNON DR                                                                            ,6-May-15,78749.0
BURGLARY OF VEHICLE           ,Theft,14-May-15,1507 KINNEY AVE                                                                                     ,,78704.0
THEFT OF BICYCLE              ,Theft,26-Apr-15,1100 KINGSBURY ST                                                                                   ,29-Apr-15,78703.0
BURGLARY OF RESIDENCE         ,Burglary,26-Jan-15,3609 BROWNWOOD DR                                                                                   ,30-Jan-15,78759.0
BURGLARY OF VEHICLE           ,Theft,24-Apr-15,32 ANTHONY ST                                                                                       ,6-May-15,78702.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,15-Oct-15,6118 FAIRWAY ST                                                                                     ,15-Oct-15,78741.0
BURGLARY OF VEHICLE           ,Theft,2-Jul-15,12151 N IH 35 SVRD NB                                                                               ,2-Jul-15,78753.0
THEFT BY SHOPLIFTING          ,Theft,4-Jul-15,14028 N US 183 HWY SVRD SB                                                                          ,7-Jul-15,78613.0
THEFT                         ,Theft,24-May-15,5002 NUCKOLS CROSSING RD                                                                            ,26-May-15,78744.0
BURGLARY NON RESIDENCE        ,Burglary,13-Mar-15,2300 S LAMAR BLVD                                                                                   ,2-Apr-15,78704.0
BURGLARY NON RESIDENCE        ,Burglary,15-Mar-15,301 W 14TH ST                                                                                       ,8-Apr-15,78701.0
BURGLARY OF VEHICLE           ,Theft,27-Jul-15,5300 OLD SPICEWOOD SPRINGS RD                                                                       ,3-Aug-15,78731.0
BURGLARY OF VEHICLE           ,Theft,20-Mar-15,2101 BURTON DR                                                                                      ,3-Apr-15,78741.0
AUTO THEFT                    ,Auto Theft,20-Nov-15,1600 E 6TH ST                                                                                       ,20-Nov-15,78702.0
BURGLARY OF VEHICLE           ,Theft,28-Dec-15,4009 VICTORY DR                                                                                     ,29-Dec-15,78704.0
THEFT BY SHOPLIFTING          ,Theft,7-Aug-15,1917 E RIVERSIDE DR                                                                                 ,11-Aug-15,78741.0
BURGLARY OF VEHICLE           ,Theft,27-Apr-15,2108 S LAMAR BLVD                                                                                   ,8-Oct-15,78704.0
BURGLARY OF VEHICLE           ,Theft,17-Mar-15,8521 DRYFIELD DR                                                                                    ,18-Mar-15,78758.0
BURGLARY OF VEHICLE           ,Theft,16-Oct-15,13995 N US 183 HWY SVRD NB                                                                          ,16-Oct-15,78717.0
BURGLARY OF VEHICLE           ,Theft,2-Nov-15,10000 RESEARCH BLVD SVRD SB                                                                         ,3-Nov-15,78759.0
BURGLARY OF VEHICLE           ,Theft,23-Dec-15,700 E 43RD ST                                                                                       ,7-Jan-16,78751.0
BURGLARY OF VEHICLE           ,Theft,9-Mar-15,5100 PECAN BROOK DR                                                                                 ,16-Mar-15,78724.0
BURGLARY OF VEHICLE           ,Theft,16-Feb-15,9312 KNOLL CREST LOOP                                                                               ,17-Feb-15,78759.0
BURGLARY OF VEHICLE           ,Theft,27-Aug-15,901 LITTLE TEXAS LN                                                                                 ,2-Sep-15,78745.0
THEFT                         ,Theft,17-Jul-15,4301 W WILLIAM CANNON DR                                                                            ,23-Jul-15,78749.0
BURGLARY OF VEHICLE           ,Theft,24-Apr-15,3715 S 1ST ST                                                                                       ,28-Apr-15,78704.0
AUTO THEFT                    ,Auto Theft,4-Jan-15,1611 PAYTON GIN RD                                                                                  ,6-Jan-15,78758.0
THEFT FROM AUTO               ,Theft,31-Jul-15,7908 CAHILL DR                                                                                      ,4-Aug-15,78729.0
