GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
RAPE                          ,Rape,28-Oct-16,,5-Dec-16,78745.0
THEFT FROM PERSON             ,Theft,5-Jun-16,12307 DESSAU RD                                                                                     ,25-Jul-16,78754.0
THEFT BY SHOPLIFTING          ,Theft,16-May-16,1801 E 51ST ST                                                                                      ,18-May-16,78723.0
THEFT                         ,Theft,5-Jun-16,605 MASTERSON PASS                                                                                  ,22-Jul-16,78753.0
BURGLARY NON RESIDENCE        ,Burglary,14-Mar-16,6400 BURNET RD                                                                                      ,27-Apr-16,78757.0
BURGLARY OF RESIDENCE         ,Burglary,17-Feb-16,5506 GROVER AVE                                                                                     ,19-Feb-16,78756.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,24-Sep-16,6107 WING FEATHER DR                                                                                ,30-Sep-16,78744.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,25-Apr-16,800 N IH 35 SVRD SB                                                                                 ,12-May-16,78701.0
BURGLARY OF VEHICLE           ,Theft,2-Nov-16,2201 POST RD                                                                                        ,29-Dec-16,78704.0
BURGLARY OF VEHICLE           ,Theft,11-May-16,9709 TEASDALE TER                                                                                   ,16-May-16,78753.0
THEFT                         ,Theft,7-Jan-16,110 E 2ND ST                                                                                        ,19-Jan-16,78701.0
THEFT FROM BUILDING           ,Theft,29-Feb-16,10616 RESEARCH BLVD SVRD SB                                                                         ,18-Apr-16,78759.0
THEFT                         ,Theft,20-Oct-16,2800 GUADALUPE ST                                                                                   ,2-Nov-16,78705.0
BURGLARY OF VEHICLE           ,Theft,11-May-16,8021 N FM 620 RD                                                                                    ,16-May-16,78726.0
AUTO THEFT                    ,Auto Theft,18-Feb-16,8552 N LAMAR BLVD                                                                                   ,19-Feb-16,78758.0
BURGLARY OF RESIDENCE         ,Burglary,24-Nov-16,11203 FM 2222 RD                                                                                    ,28-Nov-16,78730.0
BURGLARY OF VEHICLE           ,Theft,5-Dec-16,3401 REDBUD TRL                                                                                     ,6-Dec-16,78746.0
AUTO THEFT                    ,Auto Theft,3-Dec-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,12-Dec-16,78746.0
THEFT BY SHOPLIFTING          ,Theft,22-Apr-16,9500 S IH 35 SVRD SB                                                                                ,25-Apr-16,78748.0
THEFT BY SHOPLIFTING          ,Theft,29-Jun-16,1801 E 51ST ST                                                                                      ,11-Jul-16,78723.0
THEFT BY SHOPLIFTING          ,Theft,17-Aug-16,500 CANYON RIDGE DR                                                                                 ,17-Aug-16,78753.0
BURGLARY OF VEHICLE           ,Theft,24-Jun-16,2618 EKTOM DR                                                                                       ,13-Jul-16,78745.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,27-Jul-16,1801 E PALM VALLEY BLVD                                                                             ,,78664.0
BURGLARY OF VEHICLE           ,Theft,2-Dec-16,10616 RESEARCH BLVD SB                                                                              ,13-Jan-17,78759.0
THEFT                         ,Theft,23-Oct-16,2504 GATE RIDGE DR                                                                                  ,8-Nov-16,78748.0
THEFT                         ,Theft,25-May-16,2104 E ANDERSON LN WB                                                                               ,26-May-16,78754.0
BURGLARY OF RESIDENCE         ,Burglary,2-Nov-16,5722 MANOR RD                                                                                       ,4-Nov-16,78723.0
BURGLARY OF VEHICLE           ,Theft,9-Sep-16,4700 E RIVERSIDE DR                                                                                 ,25-Oct-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,5-Jul-16,6306 E RIVERSIDE DR                                                                                 ,29-Jul-16,78741.0
RAPE                          ,Rape,18-Dec-16,,,78701.0
BURGLARY OF VEHICLE           ,Theft,11-Sep-16,6636 W WILLIAM CANNON DR                                                                            ,22-Sep-16,78735.0
THEFT                         ,Theft,22-Jan-16,2200 S IH 35 SVRD SB                                                                                ,22-Feb-16,78704.0
AUTO THEFT                    ,Auto Theft,24-Mar-16,1007 E RUNDBERG LN                                                                                  ,22-Apr-16,78753.0
THEFT                         ,Theft,30-Jan-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,16-Feb-16,78746.0
BURGLARY OF RESIDENCE         ,Burglary,23-Jun-16,1006 E 13TH ST                                                                                      ,30-Jun-16,78702.0
BURGLARY NON RESIDENCE        ,Burglary,11-Dec-16,7500 S IH 35 SVRD SB                                                                                ,25-Jan-17,78745.0
THEFT OF BICYCLE              ,Theft,1-Jul-16,1148 POQUITO ST                                                                                     ,11-Aug-16,78702.0
BURGLARY OF RESIDENCE         ,Burglary,3-Sep-16,10700 PLAINS TRL                                                                                    ,6-Sep-16,78758.0
BURGLARY OF VEHICLE           ,Theft,3-Jul-16,8125 RAINTREE PL                                                                                    ,15-Jul-16,78759.0
BURGLARY OF RESIDENCE         ,Burglary,20-Dec-16,1507 TRAVIS HEIGHTS BLVD                                                                            ,22-Dec-16,78704.0
AUTO THEFT                    ,Auto Theft,2-Dec-16,2704 E 13TH ST                                                                                      ,8-Dec-16,78702.0
BURGLARY OF VEHICLE           ,Theft,18-Oct-16,10212 IVANHOE TRL                                                                                   ,26-Oct-16,78748.0
BURGLARY OF VEHICLE           ,Theft,20-Oct-16,7077 GRAND CANYON DR                                                                                ,9-Nov-16,78752.0
THEFT                         ,Theft,30-Jun-16,501 E 8TH ST                                                                                        ,21-Jul-16,78701.0
THEFT                         ,Theft,6-May-16,601 RIO GRANDE ST                                                                                   ,10-May-16,78701.0
THEFT BY SHOPLIFTING          ,Theft,9-Oct-16,6900 BRODIE LN                                                                                      ,9-Oct-16,78749.0
BURGLARY OF VEHICLE           ,Theft,27-Dec-16,1515 ROYAL CREST DR                                                                                 ,3-Jan-17,78741.0
THEFT                         ,Theft,28-Jul-16,3201 BEE CAVES RD                                                                                   ,26-Sep-16,78746.0
AUTO THEFT                    ,Auto Theft,13-May-16,8800 N IH 35 SVRD SB                                                                                ,17-May-16,78753.0
THEFT/TILL TAPPING            ,Theft,24-Dec-16,701 E STASSNEY LN                                                                                   ,4-Jan-17,78745.0
BURGLARY OF RESIDENCE         ,Burglary,17-Mar-16,7221 ALDEA DR                                                                                       ,13-Jun-16,78745.0
BURGLARY OF VEHICLE           ,Theft,1-Nov-16,1140 SALINA ST                                                                                      ,28-Nov-16,78702.0
AGG ASSAULT                   ,Agg Assault,9-Nov-16,12151 N IH 35 SVRD NB                                                                               ,10-Nov-16,78753.0
THEFT                         ,Theft,8-Mar-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,22-Mar-16,78746.0
THEFT                         ,Theft,6-Jun-16,1030 NORWOOD PARK BLVD                                                                              ,13-Jun-16,78753.0
THEFT                         ,Theft,27-May-16,3755 S CAPITAL OF TEXAS HWY NB                                                                      ,1-Jun-16,78704.0
BURGLARY OF RESIDENCE         ,Burglary,4-Feb-16,421 THOMPSON LN                                                                                     ,8-Feb-16,78742.0
BURGLARY OF VEHICLE           ,Theft,6-Oct-16,5400 VILLAGE LN                                                                                     ,11-Oct-16,78744.0
THEFT                         ,Theft,7-Aug-16,9717 N LAMAR BLVD                                                                                   ,16-Aug-16,78753.0
BURGLARY OF VEHICLE           ,Theft,27-Jun-16,3608 BRANIGAN LN                                                                                    ,30-Jun-16,78759.0
THEFT BY SHOPLIFTING          ,Theft,11-Sep-16,9607 RESEARCH BLVD SVRD NB                                                                          ,21-Nov-16,78759.0
BURG NON RESIDENCE SHEDS      ,Burglary,26-Sep-16,10011 STONELAKE BLVD                                                                                ,28-Sep-16,78759.0
BURGLARY OF VEHICLE           ,Theft,24-Aug-16,312 LE GRANDE AVE                                                                                   ,12-Oct-16,78704.0
THEFT                         ,Theft,7-Feb-16,1430 FRONTIER VALLEY DR                                                                             ,6-Apr-16,78741.0
THEFT OF BICYCLE              ,Theft,27-Aug-16,3007 SPEEDWAY                                                                                       ,2-Sep-16,78705.0
THEFT                         ,Theft,13-Mar-16,2508 E RIVERSIDE DR                                                                                 ,15-Apr-16,78741.0
MISAPPLY FIDUCIARY PROP       ,Theft,28-Jan-16,3000 S IH 35 SVRD SB                                                                                ,,78704.0
THEFT OF BICYCLE              ,Theft,27-Nov-16,800 W 38TH ST                                                                                       ,7-Dec-16,78751.0
THEFT                         ,Theft,11-Jul-16,2600 PENNY LN                                                                                       ,16-Aug-16,78757.0
THEFT BY SHOPLIFTING          ,Theft,17-Sep-16,9600 MANCHACA RD                                                                                    ,19-Sep-16,78748.0
BURGLARY OF RESIDENCE         ,Burglary,21-Apr-16,3412 SPEEDWAY                                                                                       ,22-Apr-16,78705.0
THEFT BY SHOPLIFTING          ,Theft,11-Aug-16,705 S LAMAR BLVD                                                                                    ,15-Aug-16,78704.0
BURGLARY OF VEHICLE           ,Theft,18-Oct-16,8214 ISAAC PRYOR DR                                                                                 ,26-Oct-16,78749.0
THEFT FROM PERSON             ,Theft,20-Aug-16,1030 NORWOOD PARK BLVD                                                                              ,30-Aug-16,78753.0
BURGLARY OF RESIDENCE         ,Burglary,27-Jun-16,2203 VENTURA DR                                                                                     ,5-Jul-16,78741.0
BURGLARY OF VEHICLE           ,Theft,13-Apr-16,8600 N LAMAR BLVD                                                                                   ,14-Apr-16,78758.0
THEFT                         ,Theft,22-Sep-16,201 W HOWARD LN                                                                                     ,,78753.0
AGG ASSAULT                   ,Agg Assault,26-Apr-16,8104 VERBANK VILLA DR                                                                               ,23-Jun-16,78747.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,25-Jun-16,8408 RIVERSTONE DR                                                                                  ,25-Jun-16,78724.0
THEFT                         ,Theft,26-May-16,11900 STONEHOLLOW DR                                                                                ,26-May-16,78758.0
THEFT FROM PERSON             ,Theft,13-Dec-16,RUTLAND DR / N LAMAR BLVD                                                                           ,26-Dec-16,78758.0
BURGLARY OF VEHICLE           ,Theft,25-Apr-16,2900 SUNRIDGE DR                                                                                    ,30-May-16,78741.0
THEFT                         ,Theft,17-Apr-16,11310 DOMAIN DR                                                                                     ,18-Apr-16,78758.0
THEFT                         ,Theft,12-Mar-16,9911 BRODIE LN                                                                                      ,1-Apr-16,78748.0
BURGLARY OF VEHICLE           ,Theft,1-Sep-16,6414 NORTH HAMPTON DR                                                                               ,25-Oct-16,78723.0
THEFT FROM AUTO               ,Theft,14-Jan-16,407 RADAM LN                                                                                        ,21-Jan-16,78745.0
SEXUAL ASSAULT W/ OBJECT      ,Rape,8-Nov-16,,,78759.0
THEFT                         ,Theft,28-Jan-16,5607 JOE SAYERS AVE                                                                                 ,2-Feb-16,78756.0
BURGLARY OF RESIDENCE         ,Burglary,22-Dec-16,12306 EMERY OAKS RD                                                                                 ,28-Dec-16,78758.0
THEFT                         ,Theft,25-Jul-16,5900 N IH 35 SVRD SB                                                                                ,27-Jul-16,78751.0
BURGLARY OF VEHICLE           ,Theft,19-Sep-16,6001 MIDDLE FISKVILLE RD                                                                            ,18-Oct-16,78752.0
BURGLARY OF VEHICLE           ,Theft,7-Nov-16,1030 NORWOOD PARK BLVD                                                                              ,8-Nov-16,78753.0
AUTO THEFT                    ,Auto Theft,3-Oct-16,5906 HIGHLAND HILLS TER                                                                             ,3-Oct-16,78731.0
THEFT                         ,Theft,8-Jul-16,11215 RESEARCH BLVD SVRD NB                                                                         ,23-Aug-16,78759.0
THEFT                         ,Theft,10-Jan-16,10120 SPICEWOOD MESA                                                                                ,14-Mar-16,78759.0
THEFT                         ,Theft,2-Dec-16,11200 LAKELINE MALL DR                                                                              ,10-Dec-16,78613.0
BURGLARY OF VEHICLE           ,Theft,11-Aug-16,6405 BAYTHORNE DR                                                                                   ,24-Aug-16,78747.0
BURGLARY OF VEHICLE           ,Theft,28-Oct-16,5515 DAVIS LN                                                                                       ,4-Nov-16,78749.0
BURGLARY OF VEHICLE           ,Theft,13-Jul-16,12349 METRIC BLVD                                                                                   ,14-Jul-16,78758.0
THEFT FROM AUTO               ,Theft,30-Nov-16,701 E STASSNEY LN                                                                                   ,12-Dec-16,78745.0
BURGLARY OF VEHICLE           ,Theft,3-Jan-16,12400 DRUMMOND DR                                                                                   ,8-Jan-16,78653.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,14-May-16,13422 DESSAU RD                                                                                     ,15-Jun-16,78660.0
BURGLARY OF VEHICLE           ,Theft,4-Jan-16,1617 N IH 35 SVRD NB                                                                                ,8-Jan-16,78702.0
THEFT BY SHOPLIFTING          ,Theft,10-Jun-16,5800 W SLAUGHTER LN                                                                                 ,15-Jun-16,78749.0
BURGLARY OF VEHICLE           ,Theft,27-Nov-16,9023 W SH 71                                                                                        ,5-Dec-16,78736.0
THEFT                         ,Theft,14-May-16,3600 PRESIDENTIAL BLVD                                                                              ,18-May-16,78719.0
BURGLARY NON RESIDENCE        ,Burglary,5-Jul-16,3101 JEANNE MARIE CT                                                                                ,6-Aug-16,78745.0
THEFT                         ,Theft,15-Nov-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,26-Jan-17,78746.0
BURGLARY NON RESIDENCE        ,Burglary,11-May-16,12901 N IH 35 SVRD NB                                                                               ,30-May-16,78753.0
THEFT OF LICENSE PLATE        ,Theft,2-Mar-16,1000 SAN MARCOS ST                                                                                  ,4-Mar-16,78702.0
AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,5-Oct-16,1500 FARO DR                                                                                        ,5-Oct-16,78741.0
BURGLARY OF VEHICLE           ,Theft,25-Sep-16,1717 W 6TH ST                                                                                       ,27-Oct-16,78703.0
BURGLARY OF VEHICLE           ,Theft,26-Jul-16,10515 N MOPAC EXPY NB                                                                               ,27-Jul-16,78758.0
BURGLARY OF VEHICLE           ,Theft,29-Oct-16,907 W SLAUGHTER LN                                                                                  ,18-Nov-16,78748.0
THEFT                         ,Theft,21-Apr-16,10515 N MOPAC EXPY NB                                                                               ,27-Apr-16,78758.0
AGG ASSAULT ON PUBLIC SERVANT ,Agg Assault,25-Mar-16,W ANDERSON LN SVRD WB / PURNELL DR                                                                  ,28-Mar-16,78753.0
THEFT                         ,Theft,30-Jun-16,1302 SINGLETON AVE                                                                                  ,24-Aug-16,78702.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,24-Aug-16,7600 WOOD HOLLOW DR                                                                                 ,31-Aug-16,78731.0
RAPE                          ,Rape,19-Jul-16,,15-Nov-16,78702.0
THEFT                         ,Theft,6-Apr-16,525 N LAMAR BLVD                                                                                    ,13-Apr-16,78703.0
BURGLARY NON RESIDENCE        ,Burglary,20-Nov-16,5339 CAMERON RD                                                                                     ,29-Dec-16,78723.0
THEFT                         ,Theft,29-May-16,2425 E RIVERSIDE DR                                                                                 ,20-Jul-16,78741.0
THEFT OF TRAILER              ,Theft,29-Feb-16,10604 BLUFF BEND DR                                                                                 ,9-Mar-16,78753.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,24-Sep-16,5500 BLOCK CAMERON RD                                                                               ,29-Sep-16,78723.0
THEFT FROM PERSON             ,Theft,2-Oct-16,2100 BARTON SPRINGS RD                                                                              ,10-Oct-16,78746.0
BURGLARY OF VEHICLE           ,Theft,11-Feb-16,1101 REBBECA DR                                                                                     ,16-Feb-16,78758.0
THEFT                         ,Theft,26-Mar-16,3600 S IH 35 SVRD SB                                                                                ,24-May-16,78704.0
BURGLARY OF VEHICLE           ,Theft,28-Mar-16,2404 INDEPENDENCE DR                                                                                ,30-Mar-16,78745.0
THEFT                         ,Theft,26-Aug-16,110 E 2ND ST                                                                                        ,8-Sep-16,78701.0
BURGLARY OF VEHICLE           ,Theft,24-Aug-16,1601 MONTOPOLIS DR                                                                                  ,22-Sep-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,8-Aug-16,14028 N US 183 HWY SVRD SB                                                                          ,17-Aug-16,78613.0
THEFT                         ,Theft,6-Jun-16,13730 N FM 620 RD SB                                                                                ,20-Jul-16,78717.0
BURGLARY NON RESIDENCE        ,Burglary,18-Nov-16,7200 EASY WIND DR                                                                                   ,18-Nov-16,78757.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,27-Jun-16,1124 RUTLAND DR                                                                                     ,27-Jun-16,78758.0
THEFT                         ,Theft,16-Jul-16,1500 FARO DR                                                                                        ,6-Sep-16,78741.0
THEFT                         ,Theft,3-Feb-16,9600 S IH 35 SVRD SB                                                                                ,11-Feb-16,78748.0
BURGLARY OF RESIDENCE         ,Burglary,28-Jun-16,300 CARMEN CT                                                                                       ,28-Jul-16,78752.0
THEFT                         ,Theft,25-Mar-16,1400 1/2 E 38TH HALF ST                                                                             ,16-Jun-16,78722.0
THEFT FROM PERSON             ,Theft,8-Oct-16,ROBERT E LEE RD / BARTON SPRINGS RD                                                                 ,28-Oct-16,78704.0
THEFT                         ,Theft,7-Sep-16,500 E 7TH ST                                                                                        ,8-Sep-16,78701.0
RAPE                          ,Rape,16-Jan-16,,8-Feb-16,78744.0
BURGLARY OF VEHICLE           ,Theft,13-Jul-16,8501 CAMERON RD                                                                                     ,14-Jul-16,78754.0
THEFT                         ,Theft,8-Feb-16,9500 S IH 35 NB                                                                                     ,10-Feb-16,78744.0
BURGLARY OF VEHICLE           ,Theft,17-Apr-16,2223 WATERLOO CITY LN                                                                               ,6-May-16,78741.0
THEFT                         ,Theft,5-Sep-16,10810 LANSHIRE DR                                                                                   ,23-Oct-16,78758.0
THEFT                         ,Theft,19-Dec-16,10301 FM 2222 RD                                                                                    ,6-Feb-17,78730.0
BURGLARY NON RESIDENCE        ,Burglary,15-Jun-16,7320 E BEN WHITE BLVD EB                                                                            ,18-Jul-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,18-Nov-16,6900 BRODIE LN                                                                                      ,15-Dec-16,78749.0
THEFT FROM PERSON             ,Theft,15-Nov-16,900 RUTLAND DR                                                                                      ,17-Nov-16,78758.0
BURGLARY OF VEHICLE           ,Theft,6-Mar-16,302 WOOD BINE DR                                                                                    ,8-Mar-16,78745.0
AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,22-Jul-16,1800 LAVACA ST                                                                                      ,28-Jul-16,78701.0
THEFT                         ,Theft,22-Jan-16,403 E 6TH ST                                                                                        ,25-Jan-16,78701.0
BURGLARY OF VEHICLE           ,Theft,1-Sep-16,2121 BURTON DR                                                                                      ,7-Oct-16,78741.0
THEFT BY SHOPLIFTING          ,Theft,1-Oct-16,906 E 5TH ST                                                                                        ,9-Nov-16,78702.0
THEFT BY SHOPLIFTING          ,Theft,12-May-16,10900 LAKELINE MALL DR                                                                              ,20-Dec-16,78717.0
BURGLARY OF VEHICLE           ,Theft,9-May-16,11409 MORDRED CT                                                                                    ,13-May-16,78739.0
THEFT OF LICENSE PLATE        ,Theft,27-Oct-16,1704 NELMS DR                                                                                       ,2-Nov-16,78744.0
BURGLARY OF VEHICLE           ,Theft,28-Jun-16,203 E LISA DR                                                                                       ,29-Jun-16,78752.0
BURGLARY OF VEHICLE           ,Theft,10-Sep-16,7655 N FM 620 RD                                                                                    ,12-Sep-16,78726.0
BURGLARY OF VEHICLE           ,Theft,11-Apr-16,4033 MENDEZ ST                                                                                      ,3-May-16,78723.0
BURGLARY NON RESIDENCE        ,Burglary,18-Jul-16,405 E BEN WHITE BLVD SVRD EB                                                                        ,18-Jul-16,78745.0
RAPE                          ,Rape,13-Jul-16,,26-Dec-16,78741.0
THEFT                         ,Theft,24-Oct-16,4206 DUVAL RD                                                                                       ,25-Oct-16,78759.0
BURGLARY OF RESIDENCE         ,Burglary,22-Jun-16,1708 W BRAKER LN                                                                                    ,30-Jun-16,78758.0
BURGLARY OF VEHICLE           ,Theft,3-Oct-16,1016 E 6TH ST                                                                                       ,11-Oct-16,78702.0
THEFT                         ,Theft,5-Jan-16,2429 E SH 71 SVRD WB                                                                                ,7-Jan-16,78617.0
THEFT                         ,Theft,5-Aug-16,3600 PRESIDENTIAL BLVD                                                                              ,26-Aug-16,78719.0
THEFT                         ,Theft,13-Dec-16,1515 WICKERSHAM LN                                                                                  ,11-Jan-17,78741.0
SEXUAL ASSAULT OF CHILD/OBJECT,Rape,24-Nov-16,,24-Nov-16,78753.0
THEFT FROM AUTO               ,Theft,16-Apr-16,13450 N US 183 HWY SVRD SB                                                                          ,18-Apr-16,78750.0
RAPE                          ,Rape,5-Sep-16,,15-Sep-16,78744.0
BURGLARY NON RESIDENCE        ,Burglary,26-Sep-16,8201 CROSS PARK DR                                                                                  ,20-Oct-16,78754.0
BURGLARY NON RESIDENCE        ,Burglary,14-Nov-16,1711 E CESAR CHAVEZ ST                                                                              ,4-Jan-17,78702.0
BURGLARY OF VEHICLE           ,Theft,8-Jan-16,1735 RUTLAND DR                                                                                     ,18-Jan-16,78758.0
THEFT BY SHOPLIFTING          ,Theft,15-Jul-16,6707 CAMERON RD                                                                                     ,23-Jul-16,78752.0
THEFT OF BICYCLE              ,Theft,10-Jun-16,300 BOWIE ST                                                                                        ,15-Jun-16,78703.0
THEFT BY SHOPLIFTING          ,Theft,15-Mar-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,6-May-16,78746.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,20-Jan-16,912 W MARY ST                                                                                       ,30-Mar-16,78704.0
THEFT BY SHOPLIFTING          ,Theft,15-Nov-16,10900 LAKELINE MALL DR                                                                              ,16-Nov-16,78717.0
BURGLARY OF VEHICLE           ,Theft,19-Feb-16,2914 HEADLY DR                                                                                      ,24-Feb-16,78745.0
THEFT                         ,Theft,25-May-16,101 COLORADO ST                                                                                     ,,78701.0
THEFT                         ,Theft,24-Nov-16,6408 S CONGRESS AVE                                                                                 ,1-Dec-16,78745.0
BURG NON RESIDENCE SHEDS      ,Burglary,29-Sep-16,9807 N FM 620 RD                                                                                    ,4-Oct-16,78726.0
THEFT                         ,Theft,11-Aug-16,10105 DOUBLE EAGLE PASS                                                                             ,12-Aug-16,78717.0
THEFT                         ,Theft,27-Jan-16,9422 N LAMAR BLVD                                                                                   ,5-Feb-16,78758.0
BURGLARY OF VEHICLE           ,Theft,25-Jun-16,8800 N IH 35 SVRD SB                                                                                ,27-Jun-16,78753.0
THEFT BY SHOPLIFTING          ,Theft,4-Jul-16,1000 E 41ST ST                                                                                      ,12-Jul-16,78751.0
THEFT                         ,Theft,5-Apr-16,409 E WILLIAM CANNON DR                                                                             ,15-Apr-16,78745.0
THEFT                         ,Theft,21-Dec-16,6001 W PARMER LN                                                                                    ,28-Dec-16,78727.0
THEFT                         ,Theft,27-Jul-16,222 E RIVERSIDE DR                                                                                  ,29-Jul-16,78704.0
THEFT                         ,Theft,7-Aug-16,9300 S IH 35 SVRD SB                                                                                ,8-Aug-16,78748.0
BURGLARY OF RESIDENCE         ,Burglary,2-Mar-16,5500 FENCE ROW                                                                                      ,3-Mar-16,78744.0
THEFT                         ,Theft,25-Jun-16,501 PEDERNALES ST                                                                                   ,25-Aug-16,78702.0
THEFT                         ,Theft,8-Jun-16,2102 LAMPLIGHT VILLAGE CIR                                                                          ,15-Jun-16,78727.0
BURGLARY OF RESIDENCE         ,Burglary,6-Feb-16,108 WHITE OAK DR                                                                                    ,10-Feb-16,78753.0
THEFT FROM PERSON             ,Theft,28-Aug-16,200 W 4TH ST                                                                                        ,4-Oct-16,78701.0
BURGLARY OF VEHICLE           ,Theft,7-Mar-16,2001 FALLWELL LN                                                                                    ,13-Apr-16,78617.0
BURGLARY OF RESIDENCE         ,Burglary,1-Jun-16,1110 E LIVE OAK ST                                                                                  ,6-Jun-16,78704.0
THEFT BY SHOPLIFTING          ,Theft,9-Oct-16,6900 BRODIE LN                                                                                      ,9-Oct-16,78749.0
AUTO THEFT                    ,Auto Theft,29-Dec-16,8314 W SH 71                                                                                        ,13-Jan-17,78735.0
THEFT OF BICYCLE              ,Theft,10-Jul-16,8600 W SH 71                                                                                        ,18-Jul-16,78735.0
BURGLARY OF VEHICLE           ,Theft,8-Aug-16,1307 NORWALK LN                                                                                     ,11-Aug-16,78703.0
THEFT                         ,Theft,22-Jan-16,2316 GUADALUPE ST                                                                                   ,25-Jan-16,78705.0
AGG ASSAULT                   ,Agg Assault,27-Jun-16,7481 CHEVY CHASE DR                                                                                 ,27-Jul-16,78752.0
THEFT                         ,Theft,21-Jun-16,710 E BEN WHITE BLVD SVRD WB                                                                        ,21-Jun-16,78704.0
THEFT FROM BUILDING           ,Theft,3-May-16,2225 E OLTORF ST                                                                                    ,8-Sep-16,78741.0
THEFT                         ,Theft,24-Jul-16,9121 NORTH PLZ                                                                                      ,1-Aug-16,78753.0
AUTO THEFT                    ,Auto Theft,13-Jan-16,4812 N IH 35 SB                                                                                     ,23-May-16,78751.0
BURGLARY OF RESIDENCE         ,Burglary,31-Oct-16,5302 SAMUEL HUSTON AVE                                                                              ,2-Nov-16,78721.0
BURGLARY OF VEHICLE           ,Theft,25-May-16,7501 S IH 35 SVRD NB                                                                                ,8-Jun-16,78744.0
THEFT                         ,Theft,29-Jan-16,3101 STECK AVE                                                                                      ,10-Feb-16,78757.0
BURGLARY OF RESIDENCE         ,Burglary,25-Sep-16,9200 NORTH PLZ                                                                                      ,27-Sep-16,78753.0
RAPE                          ,Rape,19-Jul-16,,15-Nov-16,78702.0
BURGLARY NON RESIDENCE        ,Burglary,28-Jan-16,6448 E US 290 HWY SVRD WB                                                                           ,21-Mar-16,78752.0
BURGLARY OF VEHICLE           ,Theft,23-Dec-16,2409 E 7TH ST                                                                                       ,3-Jan-17,78702.0
THEFT                         ,Theft,8-Aug-16,1250 S CAPITAL OF TEXAS HWY SB                                                                      ,3-Oct-16,78746.0
BURGLARY OF VEHICLE           ,Theft,7-Jun-16,9120 SWANSON LN                                                                                     ,9-Jun-16,78748.0
BURGLARY OF VEHICLE           ,Theft,23-Oct-16,2800 S LAMAR BLVD                                                                                   ,10-Feb-17,78704.0
BURGLARY NON RESIDENCE        ,Burglary,20-May-16,5809 LIBYAN DR                                                                                      ,24-Jun-16,78745.0
THEFT                         ,Theft,15-Nov-16,6106 RICHARDSON LN                                                                                  ,12-Jan-17,78741.0
THEFT                         ,Theft,18-Apr-16,525 N LAMAR BLVD                                                                                    ,21-Apr-16,78703.0
THEFT                         ,Theft,26-Sep-16,5526 N IH 35 SVRD SB                                                                                ,3-Oct-16,78751.0
THEFT                         ,Theft,16-Dec-16,9900 S IH 35 SVRD SB                                                                                ,19-Jan-17,78748.0
BURGLARY OF VEHICLE           ,Theft,28-Jun-16,3116 S CONGRESS AVE                                                                                 ,11-Jul-16,78704.0
THEFT OF BICYCLE              ,Theft,20-Sep-16,5608 AVENUE F                                                                                       ,23-Sep-16,78751.0
THEFT BY SHOPLIFTING          ,Theft,10-Jun-16,5800 W SLAUGHTER LN                                                                                 ,15-Jun-16,78749.0
THEFT FROM AUTO               ,Theft,29-Aug-16,12443 TECH RIDGE BLVD                                                                               ,29-Aug-16,78753.0
THEFT OF BICYCLE              ,Theft,7-Feb-16,710 W 28TH ST                                                                                       ,19-Apr-16,78705.0
THEFT                         ,Theft,17-Mar-16,6913 COLONY LOOP DR                                                                                 ,21-Apr-16,78724.0
BURGLARY OF VEHICLE           ,Theft,14-Jun-16,5501 N LAMAR BLVD                                                                                   ,16-Jun-16,78751.0
THEFT FROM PERSON             ,Theft,10-Apr-16,2225 E OLTORF ST                                                                                    ,23-May-16,78741.0
BURGLARY OF VEHICLE           ,Theft,11-Feb-16,13115 FIELDGATE DR                                                                                  ,15-Feb-16,78753.0
THEFT                         ,Theft,21-Nov-16,1001 CONGRESS AVE                                                                                   ,21-Nov-16,78701.0
THEFT                         ,Theft,15-Nov-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,26-Jan-17,78746.0
THEFT                         ,Theft,23-Jun-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,23-Jun-16,78746.0
THEFT                         ,Theft,11-May-16,11500 N MOPAC EXPY SB                                                                               ,15-Jun-16,78759.0
