PRIMARY_KEY,REP_DATE,REP_TIME,SEX,AGE_AT_OFFENSE,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
20151261463,5/6/15 00:00,1813,F,56,WHITE,505 E KOENIG LN,NO = 2,,,,,3122218,10090090,IDA,4
20151261509,5/6/15 00:00,1916,F,18,BLACK,1800 BLOCK CHICON ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121051,10074828,CHARLIE,1
20151261597,5/6/15 00:00,1924,M,44,BLACK,1200 BLOCK FORT BRANCH BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3133760,10073550,CHARLIE,1
20151261663,5/6/15 00:00,1953,M,22,HISPANIC OR LATINO,1200 MEARNS MEADOW BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126337,10108492,EDWARD,4
20151261714,5/6/15 00:00,2055,M,39,HISPANIC OR LATINO,600 COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3119466,10069113,GEORGE,3
20151261725,5/6/15 00:00,2052,M,56,BLACK,RUTLAND DR / MEARNS MEADOW BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3126771,10107038,EDWARD,4
20151261795,5/6/15 00:00,2116,M,59,BLACK,9414 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3127650,10106327,EDWARD,4
20151261795,5/6/15 00:00,2116,F,40,WHITE,9414 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3127650,10106327,EDWARD,4
20151261861,5/6/15 00:00,2234,M,26,HISPANIC OR LATINO,11200 BLUFF BEND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135260,10109894,EDWARD,1
20151261861,5/6/15 00:00,2234,M,25,HISPANIC OR LATINO,11200 BLUFF BEND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135260,10109894,EDWARD,1
20151261888,5/6/15 00:00,2256,M,45,WHITE,W WILLIAM CANNON DR / WOODHUE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3097211,10045740,FRANK,5
20151261897,5/6/15 00:00,2236,M,23,WHITE,METRIC BLVD / GRACY FARMS LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125303,10118382,ADAM PD,7
20151261932,5/6/15 00:00,2228,M,29,BLACK,4501 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121153,10058007,HENR,3
20151261935,5/6/15 00:00,2228,M,37,HISPANIC OR LATINO,4100 BLOCK S CONGRESS AVE,NO = 2,,,,,3107831,10053828,DAVID,3
20151261939,5/6/15 00:00,2230,M,33,HISPANIC OR LATINO,100 E WONSLEY DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126001,10099441,EDWARD,4
20151262017,5/6/15 00:00,2319,M,21,HISPANIC OR LATINO,600 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110739,10072031,BAKER,9
20151270008,5/7/15 00:00,4,M,31,WHITE,800 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111739,10071612,BAKER,9
20151270119,5/7/15 00:00,206,M,34,HISPANIC OR LATINO,N LAMAR BLVD / RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128250,10106297,EDWARD,4
20151270126,5/7/15 00:00,215,M,20,WHITE,300 CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113988,10069761,DAVID,9
20151270128,5/7/15 00:00,401,M,27,HISPANIC OR LATINO,1600 PAYTON GIN RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122588,10105986,EDWARD,4
20151270132,5/7/15 00:00,220,M,26,WHITE,1200 S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116960,10062629,HENR,9
20151270134,5/7/15 00:00,535,M,59,ASIAN,7801 N LAMAR BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123051,10099086,IDA,4
20151270135,5/7/15 00:00,400,F,24,HISPANIC OR LATINO,2800 S IH 35 SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114108,10056331,DAVID,9
20151270146,5/7/15 00:00,242,M,43,HISPANIC OR LATINO,4500 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111443,10040133,FRANK,2
20151270155,5/7/15 00:00,249,M,37,HISPANIC OR LATINO,6607 S IH 35 SVRD NB,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106737,10041724,FRANK,2
20151270162,5/7/15 00:00,312,M,23,WHITE,1200 BLOCK DELONEY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129930,10075058,CHARLIE,1
20151270173,5/7/15 00:00,330,M,40,BLACK,11600 PARKFIELD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128403,10115118,EDWARD,7
20151270175,5/7/15 00:00,624,M,35,WHITE,1500 W STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099210,10050462,DAVID,2
20151270180,5/7/15 00:00,345,M,40,WHITE,9400 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127950,10105735,EDWARD,4
20151270387,5/7/15 00:00,809,M,26,WHITE,9700 ANDERSON VILLAGE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099756,10141270,ADAM PD,6
20151270591,5/7/15 00:00,1204,M,29,BLACK,5202 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113480,10038741,FRANK,2
20151270591,5/7/15 00:00,1204,F,21,BLACK,5202 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113480,10038741,FRANK,2
20151270918,5/7/15 00:00,1434,M,32,WHITE,9000 NORTHGATE BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121486,10107784,EDWARD,4
20151271024,5/7/15 00:00,1519,F,23,WHITE,700 CARPENTER AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127370,10103776,EDWARD,4
20151271125,5/7/15 00:00,1554,M,29,WHITE,9900 BRIAR RIDGE DR,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3087134,10037034,FRANK,5
20151271125,5/7/15 00:00,1554,F,28,WHITE,9900 BRIAR RIDGE DR,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3087134,10037034,FRANK,5
20151271356,5/7/15 00:00,1834,F,27,WHITE,1674 RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123195,10109656,EDWARD,4
20151271426,5/7/15 00:00,1829,M,29,WHITE,600 TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115403,10070458,GEORGE,9
20151271524,5/7/15 00:00,1913,F,29,HISPANIC OR LATINO,N LAMAR BLVD / W YAGER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133236,10119845,EDWARD,7
20151271541,5/7/15 00:00,1920,F,36,WHITE,3800 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125308,10078120,BAKER,9
20151271541,5/7/15 00:00,1920,M,69,BLACK,3800 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125308,10078120,BAKER,9
20151271612,5/7/15 00:00,2010,M,22,BLACK,9600 TEASDALE TER,NO = 2,,,,,3133305,10103417,EDWARD,4
20151271635,5/7/15 00:00,2203,M,21,HISPANIC OR LATINO,N MEADOWS DR / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129816,10109703,EDWARD,4
20151271674,5/7/15 00:00,2039,M,28,HISPANIC OR LATINO,3200 LOYOLA LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3136907,10087333,IDA,1
20151271709,5/7/15 00:00,2203,F,41,BLACK,1701 BRIARCLIFF BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129878,10087702,BAKER,4
20151271796,5/7/15 00:00,2143,F,19,BLACK,7800 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127097,10097584,EDWARD,4
20151271813,5/7/15 00:00,2155,M,25,HISPANIC OR LATINO,1000 BLOCK E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132107,10103129,EDWARD,4
20151271878,5/7/15 00:00,2229,M,18,WHITE,BRODIE LN / W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3081232,10039253,FRANK,5
20151271901,5/8/15 00:00,2239,M,49,HISPANIC OR LATINO,8500 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102408,10035190,FRANK,2
20151271919,5/7/15 00:00,2309,F,36,BLACK,11500 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124200,10117009,ADAM PD,7
20151271956,5/7/15 00:00,2313,M,22,BLACK,1800 BRIARCLIFF BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130226,10087712,IDA,1
20151271970,5/8/15 00:00,8,M,18,HISPANIC OR LATINO,5100 CREEK BEND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113893,10039745,FRANK,2
20151271970,5/8/15 00:00,8,M,17,WHITE,5100 CREEK BEND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113893,10039745,FRANK,2
20151272006,5/7/15 00:00,2343,M,24,HISPANIC OR LATINO,600 BLOCK E 3RD ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115896,10069284,GEORGE,9
20151280012,5/8/15 00:00,6,M,41,WHITE,8900 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3126924,10103871,EDWARD,4
20151280051,5/8/15 00:00,31,M,23,HISPANIC OR LATINO,8400 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125176,10101948,EDWARD,4
20151280075,5/8/15 00:00,211,M,43,WHITE,2200 W BRAKER LN,NO = 2,,,,,3123188,10116494,ADAM PD,7
20151280091,5/8/15 00:00,305,M,31,WHITE,11300 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124146,10116300,EDWARD,7
20151280098,5/8/15 00:00,136,M,26,WHITE,E 45TH ST / SPEEDWAY,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118516,10085609,BAKER,9
20151280127,5/8/15 00:00,120,F,35,HISPANIC OR LATINO,5300 CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124931,10086615,IDA,4
20151280165,5/8/15 00:00,152,M,36,WHITE,1100 BLOCK W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110419,10072168,BAKER,9
20151280181,5/8/15 00:00,205,M,23,WHITE,800 BLOCK W 6TH ST,NO = 2,,,,,3111739,10071612,BAKER,9
20151280250,5/8/15 00:00,450,M,27,HISPANIC OR LATINO,702 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111660,10066348,DAVID,9
20151280286,5/8/15 00:00,354,F,34,WHITE,1305 WALNUT AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123892,10074029,CHARLIE,1
20151280369,5/8/15 00:00,649,M,40,HISPANIC OR LATINO,1600 BLOCK N IH 35 SVRD NB,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118325,10074212,CHARLIE,1
20151280671,5/8/15 00:00,1248,M,35,BLACK,E 49TH HALF ST / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122567,10086205,BAKER,9
20151280671,5/8/15 00:00,1248,F,29,WHITE,E 49TH HALF ST / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122567,10086205,BAKER,9
20151280813,5/8/15 00:00,1209,M,26,WHITE,13508 N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3097477,10136531,ADAM PD,6
20151280899,5/8/15 00:00,1248,M,33,ASIAN,3600 PRESIDENTIAL BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138768,10047351,APT,2
20151281018,5/8/15 00:00,1355,M,53,WHITE,9600 BLOCK N LAMAR BLVD,NO = 2,,,,,3128270,10106589,EDWARD,4
20151281038,5/8/15 00:00,1411,M,36,BLACK,200 W CROSLIN ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3124047,10096415,IDA,4
20151281765,5/8/15 00:00,2113,M,44,BLACK,9800 BLOCK BURNET RD,YES = 1,VIOLATION OF CITY ORDIANCE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119136,10112384,ADAM PD,7
20151281783,5/8/15 00:00,2051,M,23,WHITE,6404 S PLEASANT VALLEY RD,NO = 2,,,,,3114063,10039608,FRANK,2
20151281783,5/8/15 00:00,2051,M,22,WHITE,6404 S PLEASANT VALLEY RD,NO = 2,,,,,3114063,10039608,FRANK,2
20151281798,5/8/15 00:00,2140,M,25,WHITE,1910 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124643,10116191,EDWARD,7
20151281798,5/8/15 00:00,2140,M,21,WHITE,1910 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124643,10116191,EDWARD,7
20151281847,5/8/15 00:00,2118,F,46,WHITE,13700 N SH 45 W WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3102347,10145628,ADAM PD,6
20151281848,5/8/15 00:00,2118,F,19,BLACK,MIDDLE FISKVILLE TO 35 NB RAMP / N IH 35 NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133768,10109545,EDWARD,1
20151281882,5/8/15 00:00,2139,M,38,BLACK,6513 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125769,10092443,IDA,4
20151282056,5/8/15 00:00,2258,M,45,HISPANIC OR LATINO,800 BLOCK BASTROP HWY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133249,10058156,HENR,3
20151282109,5/8/15 00:00,2321,M,,BLACK,10600 BLOCK N MOPAC EXPY SVRD NB,NO = 2,,,,,3116414,10116355,ADAM PD,7
20151282115,5/9/15 00:00,124,M,38,HISPANIC OR LATINO,1700 E BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112951,10051856,HENR,2
20151282115,5/9/15 00:00,124,M,21,HISPANIC OR LATINO,1700 E BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112951,10051856,HENR,2
20151282115,5/9/15 00:00,124,F,20,HISPANIC OR LATINO,1700 E BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112951,10051856,HENR,2
20151282144,5/8/15 00:00,2334,M,21,BLACK,1500 RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124330,10108383,EDWARD,4
20151282156,5/9/15 00:00,12,M,63,WHITE,6200 CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3128212,10089771,IDA,1
20151282158,5/9/15 00:00,154,M,28,WHITE,12232 BLOCK DESSAU RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3142832,10114340,EDWARD,1
20151282159,5/8/15 00:00,2345,M,23,HISPANIC OR LATINO,102 W RUNDBERG LN,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129081,10104921,EDWARD,4
20151282178,5/8/15 00:00,2353,M,20,HISPANIC OR LATINO,9034 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130085,10103068,EDWARD,4
20151282182,5/9/15 00:00,142,M,43,HISPANIC OR LATINO,4300 MANCHACA RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100346,10056945,DAVID,5
20151282183,5/8/15 00:00,2356,F,41,WHITE,E 7TH ST / CHICON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120890,10068910,CHARLIE,3
20151290053,5/9/15 00:00,50,M,25,HISPANIC OR LATINO,12166 METRIC BLVD,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3127301,10121525,ADAM PD,7
20151290057,5/9/15 00:00,28,M,27,HISPANIC OR LATINO,2400 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120292,10059293,HENR,3
20151290057,5/9/15 00:00,28,M,27,HISPANIC OR LATINO,2400 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120292,10059293,HENR,3
20151290066,5/9/15 00:00,328,M,24,HISPANIC OR LATINO,4700 E RIVERSIDE DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122189,10058144,HENR,3
20151290073,5/9/15 00:00,36,F,23,WHITE,2000 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119156,10061317,HENR,3
20151290092,5/9/15 00:00,50,M,27,HISPANIC OR LATINO,100 BLOCK W BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107897,10054267,DAVID,3
