PRIMARY_KEY,REP_DATE,REP_TIME,SEX,AGE_AT_OFFENSE,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
2015450356,2/14/15 00:00,139,M,39,WHITE,E 45TH ST / BENNETT AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121895,10083988,BAKER,9
2015450462,2/14/15 00:00,1030,M,38,HISPANIC OR LATINO,3000 BLOCK S US 183 HWY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133641,10049170,HENR,2
2015450514,2/14/15 00:00,1049,M,36,HISPANIC OR LATINO,3300 LAKE AUSTIN BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102320,10077729,BAKER,10
2015450621,2/14/15 00:00,1012,F,33,WHITE,1500 E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117897,10063203,HENR,9
2015450655,2/14/15 00:00,1309,M,36,BLACK,6400 ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3139835,10083806,CHARLIE,1
2015451343,2/14/15 00:00,1828,M,27,BLACK,13700 N US 183 HWY NB,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3097149,10138981,ADAM PD,6
2015451773,2/14/15 00:00,2134,M,33,WHITE,300 W POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125398,10100302,OOC,4
2015451809,2/14/15 00:00,2225,M,27,HISPANIC OR LATINO,13005 HEINEMANN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112215,10133423,ADAM PD,6
2015451959,2/14/15 00:00,2301,M,54,WHITE,2500 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123653,10068459,CHARLIE,3
2015452056,2/15/15 00:00,142,M,31,WHITE,10502 MELLOW MEADOWS,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095250,10141095,ADAM PD,6
2015460019,2/15/15 00:00,122,F,32,HISPANIC OR LATINO,1706 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107305,10042019,FRANK,2
2015460085,2/15/15 00:00,309,M,16,HISPANIC OR LATINO,7800 NORTHCREST BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125015,10098110,IDA,4
2015460085,2/15/15 00:00,309,M,18,HISPANIC OR LATINO,7800 NORTHCREST BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125015,10098110,IDA,4
2015460187,2/15/15 00:00,135,M,48,WHITE,6800 BERKMAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130732,10090140,IDA,1
2015460222,2/15/15 00:00,159,M,37,HISPANIC OR LATINO,7105 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3126122,10094299,IDA,4
2015460285,2/15/15 00:00,404,M,38,WHITE,12000 N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122120,10122102,ADAM PD,7
2015460341,2/15/15 00:00,307,M,26,BLACK,13000 N IH 35 NB,YES = 1,OTHER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134927,10124330,EDWARD,7
2015460429,2/15/15 00:00,449,M,34,HISPANIC OR LATINO,100 W 3RD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113967,10069754,GEORGE,9
2015460507,2/15/15 00:00,747,M,22,WHITE,12200 RESEARCH BLVD NB,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3109718,10128178,ADAM PD,10
2015460507,2/15/15 00:00,747,M,18,WHITE,12200 RESEARCH BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109718,10128178,ADAM PD,10
2015460507,2/15/15 00:00,747,M,19,WHITE,12200 RESEARCH BLVD NB,YES = 1,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3109718,10128178,ADAM PD,10
2015460622,2/15/15 00:00,948,F,49,BLACK,STONE GATE DR / WEBBERVILLE RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135371,10076613,CHARLIE,1
2015460900,2/15/15 00:00,1237,F,51,WHITE,5400 MANCHACA RD,NO = 2,,,,,3097752,10051752,DAVID,5
2015460904,2/15/15 00:00,1325,M,46,WHITE,1800 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118763,10061943,HENR,3
2015461175,2/15/15 00:00,1708,F,30,HISPANIC OR LATINO,1800 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118763,10061943,HENR,3
2015461438,2/15/15 00:00,1946,F,23,WHITE,1400 E BEN WHITE BLVD EB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112146,10051906,DAVID,3
2015461441,2/15/15 00:00,1950,M,22,BLACK,WEBBERVILLE RD / HEFLIN LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135066,10076493,CHARLIE,1
2015461441,2/15/15 00:00,1950,M,39,BLACK,WEBBERVILLE RD / HEFLIN LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135066,10076493,CHARLIE,1
2015461441,2/15/15 00:00,1950,M,25,BLACK,WEBBERVILLE RD / HEFLIN LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135066,10076493,CHARLIE,1
2015461619,2/15/15 00:00,2155,M,26,HISPANIC OR LATINO,9900 BLOCK RESEARCH BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112552,10114995,ADAM PD,10
2015461650,2/15/15 00:00,2355,M,19,WHITE,13200 N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099971,10133596,ADAM PD,6
2015461738,2/15/15 00:00,2253,M,52,WHITE,9700 BLOCK BURNET RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119136,10112384,ADAM PD,7
2015461740,2/15/15 00:00,2254,M,18,WHITE,BRODIE LN / W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3087117,10050381,FRANK,8
2015461745,2/15/15 00:00,2259,M,21,HISPANIC OR LATINO,800 E 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117076,10069949,GEORGE,3
2015461795,2/15/15 00:00,2329,M,27,BLACK,W 4TH ST / SAN ANTONIO ST,NO = 2,,,,,3112658,10070502,GEORGE,9
2015461801,2/15/15 00:00,2333,F,29,HISPANIC OR LATINO,1700 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107141,10073730,BAKER,9
2015461808,2/15/15 00:00,2338,M,31,WHITE,800 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111739,10071612,BAKER,9
2015470013,2/16/15 00:00,13,M,19,HISPANIC OR LATINO,9000 RESEARCH BLVD SVRD NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119289,10108842,ADAM PD,7
2015470135,2/16/15 00:00,401,M,33,HISPANIC OR LATINO,9515 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128694,10106147,EDWARD,4
2015470172,2/16/15 00:00,428,M,26,HISPANIC OR LATINO,1515 ROYAL CREST DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118741,10060610,HENR,3
2015470238,2/16/15 00:00,438,M,28,WHITE,11300 BLOCK METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124329,10116660,ADAM PD,7
2015470324,2/16/15 00:00,653,M,52,BLACK,500 BLOCK N PLEASANT VALLEY RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124630,10067479,CHARLIE,3
2015470596,2/16/15 00:00,1036,M,42,HISPANIC OR LATINO,900 BLOCK SHADY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129592,10067429,CHARLIE,3
2015470596,2/16/15 00:00,1036,M,42,HISPANIC OR LATINO,900 BLOCK SHADY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129592,10067429,CHARLIE,3
2015470596,2/16/15 00:00,1036,M,24,WHITE,900 BLOCK SHADY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129592,10067429,CHARLIE,3
2015470952,2/16/15 00:00,1514,F,23,WHITE,11300 BLOCK PTARMIGAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3125644,10115403,EDWARD,4
2015471168,2/16/15 00:00,2039,M,37,WHITE,11700 ANGUS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112901,10124486,ADAM PD,6
2015471191,2/16/15 00:00,1746,M,24,WHITE,5600 BLOCK E 51ST ST,YES = 1,OTHER,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3138848,10080284,CHARLIE,1
2015471274,2/17/15 00:00,1452,M,35,HISPANIC OR LATINO,4400 BURLESON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3117739,10051642,FRANK,2
2015471353,2/16/15 00:00,1939,M,25,WHITE,12600 RESEARCH BLVD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3106634,10129547,ADAM PD,10
2015471381,2/16/15 00:00,2022,M,19,HISPANIC OR LATINO,3400 S CONGRESS AVE,NO = 2,,,,,3109014,10056631,DAVID,3
2015471454,2/16/15 00:00,2125,F,35,WHITE,6600 COOPER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099910,10045647,FRANK,2
2015471480,2/16/15 00:00,2134,F,26,WHITE,1900 W PARMER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128809,10124377,ADAM PD,7
2015471561,2/16/15 00:00,2328,M,20,HISPANIC OR LATINO,5600 NUCKOLS CROSSING RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115429,10042171,FRANK,2
2015471582,2/16/15 00:00,2217,M,40,WHITE,5700 BLOCK SHOAL CREEK BLVD,NO = 2,,,,,3111709,10095072,BAKER,7
2015471584,2/16/15 00:00,2303,M,20,HISPANIC OR LATINO,8200 ALUM ROCK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117235,10029438,FRANK,2
2015471612,2/16/15 00:00,2302,F,24,HISPANIC OR LATINO,5700 BLOCK CAMERON RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126690,10088315,IDA,4
2015471703,2/17/15 00:00,56,F,33,HISPANIC OR LATINO,1200 MEARNS MEADOW BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126337,10108492,EDWARD,4
2015471712,2/17/15 00:00,124,M,42,WHITE,E 7TH ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116891,10070361,GEORGE,9
2015471712,2/17/15 00:00,124,M,28,WHITE,E 7TH ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116891,10070361,GEORGE,9
2015480007,2/17/15 00:00,5,M,32,WHITE,1500 BLOCK W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108346,10073002,BAKER,9
2015480009,2/17/15 00:00,148,M,45,BLACK,6414 BRIDGEWATER DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138133,10084662,CHARLIE,1
2015480017,2/17/15 00:00,23,F,20,WHITE,6900 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094560,10046532,DAVID,5
2015480020,2/17/15 00:00,108,M,25,BLACK,6500 S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106191,10042594,FRANK,2
2015480020,2/17/15 00:00,108,F,24,WHITE,6500 S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106191,10042594,FRANK,2
2015480022,2/17/15 00:00,33,F,21,HISPANIC OR LATINO,2600 GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114434,10079001,BAKER,9
2015480059,2/17/15 00:00,17,M,19,HISPANIC OR LATINO,LAMPLIGHT VILLAGE AVE / W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127840,10124818,ADAM PD,7
2015480395,2/17/15 00:00,921,M,28,HISPANIC OR LATINO,1600 E OLTORF ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115622,10058178,HENR,9
2015480450,2/17/15 00:00,1007,F,25,WHITE,1200 PARKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118632,10061811,HENR,9
2015480460,2/17/15 00:00,1230,M,26,BLACK,900 E KOENIG LN WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124678,10090532,IDA,4
2015480570,2/17/15 00:00,1138,M,59,HISPANIC OR LATINO,3000 NORTHLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110660,10095052,BAKER,7
2015480682,2/17/15 00:00,1602,M,44,BLACK,7000 HILLCROFT DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3145620,10083777,CHARLIE,1
2015480698,2/17/15 00:00,1259,M,30,BLACK,6400 BLOCK N LAMAR BLVD,NO = 2,,,,,3120048,10094176,IDA,7
2015480698,2/17/15 00:00,1259,F,28,WHITE,6400 BLOCK N LAMAR BLVD,YES = 1,,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3120048,10094176,IDA,7
2015480844,2/17/15 00:00,1431,F,32,WHITE,1000 E 4TH ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117396,10069124,GEORGE,3
2015481124,2/17/15 00:00,1719,M,35,WHITE,5400 S IH 35 SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108750,10046403,DAVID,3
2015481289,2/17/15 00:00,1908,M,47,HISPANIC OR LATINO,E RIVERSIDE DR / BURTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119526,10060752,HENR,3
2015481289,2/17/15 00:00,1908,M,45,HISPANIC OR LATINO,E RIVERSIDE DR / BURTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119526,10060752,HENR,3
2015481395,2/17/15 00:00,2009,F,15,BLACK,E 5TH ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116681,10069664,GEORGE,9
2015481549,2/17/15 00:00,2142,F,43,WHITE,CONGRESS AVE / E CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113796,10069037,GEORGE,9
2015481581,2/17/15 00:00,2202,F,35,HISPANIC OR LATINO,NUCKOLS CROSSING RD / E STASSNEY LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116185,10043565,FRANK,2
2015481612,2/17/15 00:00,2320,M,20,HISPANIC OR LATINO,400 BLACKBERRY DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101070,10040552,FRANK,2
2015481650,2/17/15 00:00,2240,M,29,HISPANIC OR LATINO,PURNELL DR / W ANDERSON LN SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125061,10099004,EDWARD,4
2015481681,2/17/15 00:00,2314,M,40,WHITE,W BEN WHITE BLVD SVRD WB / BANISTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103184,10055961,DAVID,5
2015481703,2/17/15 00:00,2316,M,31,WHITE,800 BLOCK W 6TH ST,NO = 2,,,,,3111739,10071612,GEORGE,9
2015481704,2/18/15 00:00,25,M,48,BLACK,2100 BURTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117803,10057873,HENR,3
2015481738,2/17/15 00:00,2342,M,48,BLACK,12600 BLOCK RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106679,10129919,ADAM PD,6
2015481740,2/18/15 00:00,18,M,24,BLACK,8700 RESEARCH BLVD NB,NO = 2,,,,,3121432,10105875,IDA,7
2015481741,2/18/15 00:00,119,F,18,BLACK,2303 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109999,10040853,FRANK,2
2015490014,2/18/15 00:00,45,F,39,BLACK,2700 GRACY FARMS LN,YES = 1,CONSENSUAL CONTACT,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122542,10121386,ADAM PD,7
2015490016,2/18/15 00:00,12,M,28,BLACK,N IH 35 SVRD SB / E CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116276,10068312,GEORGE,9
2015490026,2/18/15 00:00,304,M,31,WHITE,WALLER ST / E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118355,10069849,GEORGE,3
2015660157,3/7/15 00:00,232,M,17,WHITE,10000 DAVID MOORE DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3092658,10033291,FRANK,5
2015490050,2/18/15 00:00,40,M,25,HISPANIC OR LATINO,800 BLOCK CAMINO LA COSTA,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126140,10093143,IDA,4
2015490061,2/18/15 00:00,52,M,34,WHITE,6001 W PARMER LN,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112929,10133797,ADAM PD,6
2015490083,2/18/15 00:00,125,F,22,WHITE,1000 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110765,10071987,BAKER,9
